Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Asia,Maldives,Meat,Online,L,9/17/2011,354349267,9/24/2011,8677,421.89,364.69,3660739.53,3164415.13,496324.4
Europe,Montenegro,Baby Food,Online,L,12/18/2016,361113154,01/05/2017,262,255.28,159.42,66883.36,41768.04,25115.32
Asia,Maldives,Clothes,Online,H,9/19/2013,487806546,11/02/2013,1652,109.28,35.84,180530.56,59207.68,121322.88
Asia,Philippines,Personal Care,Online,C,2/24/2015,984478271,3/14/2015,7852,81.73,56.67,641743.96,444972.84,196771.12
Europe,Switzerland,Cosmetics,Online,C,10/16/2012,821489655,11/23/2012,5899,437.2,263.33,2579042.8,1553383.67,1025659.13
Sub-Saharan Africa,Cape Verde,Baby Food,Online,M,08/07/2010,839514529,9/13/2010,9860,255.28,159.42,2517060.8,1571881.2,945179.6
Australia and Oceania,Fiji,Meat,Online,M,08/02/2013,599539220,8/16/2013,5833,421.89,364.69,2460884.37,2127236.77,333647.6
Sub-Saharan Africa,Tanzania,Cosmetics,Online,M,6/23/2016,632862555,6/29/2016,6949,437.2,263.33,3038102.8,1829880.17,1208222.63
Asia,Vietnam,Cosmetics,Online,M,1/22/2015,191095864,02/04/2015,8368,437.2,263.33,3658489.6,2203545.44,1454944.16
Central America and the Caribbean,Nicaragua,Snacks,Offline,L,7/19/2017,396162974,08/10/2017,2283,152.58,97.44,348340.14,222455.52,125884.62
Middle East and North Africa,Jordan,Fruits,Offline,L,07/01/2010,190300214,08/05/2010,2917,9.33,6.92,27215.61,20185.64,7029.97
Asia,Malaysia,Personal Care,Online,M,8/13/2015,386056411,9/22/2015,1526,81.73,56.67,124719.98,86478.42,38241.56
Europe,Ireland,Household,Offline,L,3/24/2010,516292893,05/05/2010,1395,668.27,502.54,932236.65,701043.3,231193.35
Central America and the Caribbean,Saint Lucia,Household,Online,M,5/19/2014,184183490,6/19/2014,2842,668.27,502.54,1899223.34,1428218.68,471004.66
Middle East and North Africa,United Arab Emirates,Cosmetics,Online,L,4/26/2011,413214528,05/07/2011,8216,437.2,263.33,3592035.2,2163519.28,1428515.92
Asia,India,Cereal,Offline,H,11/10/2011,497184836,12/06/2011,6896,205.7,117.11,1418507.2,807590.56,610916.64
Central America and the Caribbean,Panama,Baby Food,Online,H,9/25/2012,250205743,10/27/2012,294,255.28,159.42,75052.32,46869.48,28182.84
Middle East and North Africa,Afghanistan,Household,Online,L,7/14/2015,456701076,08/04/2015,6852,668.27,502.54,4578986.04,3443404.08,1135581.96
North America,United States of America,Meat,Offline,L,05/02/2015,621407163,05/05/2015,7043,421.89,364.69,2971371.27,2568511.67,402859.6
Middle East and North Africa,Iraq,Beverages,Online,M,1/24/2012,319372832,2/16/2012,8373,47.45,31.79,397298.85,266177.67,131121.18
Europe,Belgium,Vegetables,Online,C,4/18/2014,545959413,5/28/2014,377,154.06,90.93,58080.62,34280.61,23800.01
North America,United States of America,Cosmetics,Online,L,9/21/2012,566840732,9/22/2012,9624,437.2,263.33,4207612.8,2534287.92,1673324.88
