Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Sub-Saharan Africa,Sao Tome and Principe,Office Supplies,Offline,M,1/24/2017,212146699,03/02/2017,7777,651.21,524.96,5064460.17,4082613.92,981846.25
Sub-Saharan Africa,Comoros,Clothes,Offline,H,5/22/2014,852876651,5/29/2014,4009,109.28,35.84,438103.52,143682.56,294420.96
Sub-Saharan Africa,Guinea,Fruits,Online,L,04/10/2012,180918920,05/12/2012,6784,9.33,6.92,63294.72,46945.28,16349.44
Middle East and North Africa,Jordan,Clothes,Online,L,10/23/2016,977572333,11/14/2016,4232,109.28,35.84,462472.96,151674.88,310798.08
Asia,Japan,Cereal,Offline,H,06/04/2012,244448220,06/05/2012,6515,205.7,117.11,1340135.5,762971.65,577163.85
Sub-Saharan Africa,Ghana,Baby Food,Online,H,02/11/2011,453470408,3/18/2011,826,255.28,159.42,210861.28,131680.92,79180.36
Sub-Saharan Africa,Comoros,Baby Food,Offline,M,10/19/2010,996875226,12/06/2010,6387,255.28,159.42,1630473.36,1018215.54,612257.82
Central America and the Caribbean,Guatemala,Beverages,Online,H,04/01/2014,437211501,04/05/2014,9454,47.45,31.79,448592.3,300542.66,148049.64
Asia,Mongolia,Baby Food,Online,M,2/24/2010,557340562,3/29/2010,8312,255.28,159.42,2121887.36,1325099.04,796788.32
Middle East and North Africa,Afghanistan,Beverages,Online,C,10/07/2014,510436236,11/26/2014,8280,47.45,31.79,392886,263221.2,129664.8
Sub-Saharan Africa,Comoros,Clothes,Offline,H,2/15/2015,869984853,3/20/2015,6706,109.28,35.84,732831.68,240343.04,492488.64
Asia,Kyrgyzstan,Beverages,Online,M,09/07/2010,479785239,09/08/2010,7969,47.45,31.79,378129.05,253334.51,124794.54
Europe,Kosovo,Meat,Offline,M,02/09/2017,503948724,3/18/2017,8481,421.89,364.69,3578049.09,3092935.89,485113.2
Europe,Albania,Clothes,Offline,L,1/21/2017,376899135,1/28/2017,1684,109.28,35.84,184027.52,60354.56,123672.96
Middle East and North Africa,Iran,Personal Care,Offline,H,12/19/2016,953372800,02/03/2017,3052,81.73,56.67,249439.96,172956.84,76483.12
Australia and Oceania,Nauru,Baby Food,Offline,L,12/22/2012,458418548,1/14/2013,5090,255.28,159.42,1299375.2,811447.8,487927.4
Europe,Greece,Clothes,Online,C,06/11/2017,337397706,07/04/2017,2334,109.28,35.84,255059.52,83650.56,171408.96
North America,Greenland,Snacks,Offline,C,4/13/2017,305984103,05/01/2017,6351,152.58,97.44,969035.58,618841.44,350194.14
Europe,Switzerland,Snacks,Online,M,8/13/2015,600164067,9/26/2015,739,152.58,97.44,112756.62,72008.16,40748.46
Sub-Saharan Africa,Central African Republic,Vegetables,Online,L,11/05/2012,626236426,11/30/2012,6130,154.06,90.93,944387.8,557400.9,386986.9
Europe,Luxembourg,Baby Food,Online,M,06/11/2010,310812509,7/29/2010,5183,255.28,159.42,1323116.24,826273.86,496842.38
Europe,Germany,Vegetables,Online,M,9/23/2014,550816142,10/31/2014,7592,154.06,90.93,1169623.52,690340.56,479282.96
Asia,Thailand,Personal Care,Online,H,05/12/2010,963483655,6/16/2010,5079,81.73,56.67,415106.67,287826.93,127279.74
Sub-Saharan Africa,Cape Verde,Fruits,Offline,M,2/25/2017,336363875,03/12/2017,6400,9.33,6.92,59712,44288,15424
