Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Sub-Saharan Africa,Guinea-Bissau,Cosmetics,Online,C,7/23/2010,208682572,8/17/2010,2665,437.2,263.33,1165138,701774.45,463363.55
Australia and Oceania,New Zealand,Household,Offline,L,5/16/2012,934117114,07/05/2012,4867,668.27,502.54,3252470.09,2445862.18,806607.91
Central America and the Caribbean,Grenada,Baby Food,Online,C,04/07/2016,708973348,4/26/2016,9823,255.28,159.42,2507615.44,1565982.66,941632.78
Sub-Saharan Africa,Eritrea,Snacks,Offline,H,3/22/2012,852050101,4/28/2012,9414,152.58,97.44,1436388.12,917300.16,519087.96
Europe,Cyprus,Office Supplies,Offline,M,01/07/2014,502458703,1/28/2014,7551,651.21,524.96,4917286.71,3963972.96,953313.75
Sub-Saharan Africa,Benin,Vegetables,Online,M,7/23/2017,669622981,8/22/2017,5175,154.06,90.93,797260.5,470562.75,326697.75
Australia and Oceania,Tuvalu,Household,Offline,C,3/30/2012,183279263,05/02/2012,5262,668.27,502.54,3516436.74,2644365.48,872071.26
Sub-Saharan Africa,Zambia,Clothes,Online,C,1/15/2015,643476378,2/23/2015,7815,109.28,35.84,854023.2,280089.6,573933.6
Sub-Saharan Africa,Zimbabwe,Meat,Offline,M,09/10/2013,570575654,9/28/2013,4870,421.89,364.69,2054604.3,1776040.3,278564
Sub-Saharan Africa,Tanzania,Fruits,Offline,C,12/10/2015,355250918,01/10/2016,5496,9.33,6.92,51277.68,38032.32,13245.36
Central America and the Caribbean,Panama,Clothes,Offline,C,06/10/2015,908488500,06/11/2015,791,109.28,35.84,86440.48,28349.44,58091.04
Europe,Belgium,Baby Food,Offline,M,9/14/2010,511587226,10/24/2010,8884,255.28,159.42,2267907.52,1416287.28,851620.24
Australia and Oceania,Nauru,Clothes,Offline,C,06/12/2016,666158425,07/04/2016,9936,109.28,35.84,1085806.08,356106.24,729699.84
Asia,North Korea,Clothes,Online,H,5/20/2014,244125926,5/30/2014,1141,109.28,35.84,124688.48,40893.44,83795.04
Australia and Oceania,East Timor,Personal Care,Online,H,01/01/2010,437726056,02/02/2010,1722,81.73,56.67,140739.06,97585.74,43153.32
Europe,Cyprus,Baby Food,Online,L,8/23/2013,709507644,10/12/2013,7933,255.28,159.42,2025136.24,1264678.86,760457.38
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Offline,H,12/30/2013,142332017,02/11/2014,8062,9.33,6.92,75218.46,55789.04,19429.42
North America,Greenland,Baby Food,Online,H,03/06/2012,589373004,04/02/2012,7424,255.28,159.42,1895198.72,1183534.08,711664.64
Europe,Andorra,Vegetables,Offline,M,05/12/2010,824116933,06/12/2010,3369,154.06,90.93,519028.14,306343.17,212684.97
Europe,Iceland,Snacks,Offline,L,7/31/2015,590362632,8/24/2015,277,152.58,97.44,42264.66,26990.88,15273.78
Asia,Bhutan,Vegetables,Offline,H,3/16/2013,152221429,4/21/2013,4558,154.06,90.93,702205.48,414458.94,287746.54
Sub-Saharan Africa,The Gambia,Cosmetics,Offline,H,03/09/2016,744117152,4/15/2016,9656,437.2,263.33,4221603.2,2542714.48,1678888.72
Asia,Nepal,Fruits,Offline,H,10/24/2015,520786130,11/01/2015,1044,9.33,6.92,9740.52,7224.48,2516.04
Sub-Saharan Africa,South Africa,Household,Offline,L,10/20/2015,407277190,11/11/2015,1226,668.27,502.54,819299.02,616114.04,203184.98
