Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Germany,Household,Offline,M,05/03/2012,180291497,5/31/2012,1115,668.27,502.54,745121.05,560332.1,184788.95
Middle East and North Africa,Qatar,Beverages,Offline,C,1/25/2015,861835658,02/08/2015,5178,47.45,31.79,245696.1,164608.62,81087.48
Sub-Saharan Africa,South Sudan,Beverages,Offline,L,11/11/2015,221903073,11/16/2015,4905,47.45,31.79,232742.25,155929.95,76812.3
Middle East and North Africa,Afghanistan,Snacks,Online,L,11/13/2010,985542571,12/05/2010,2803,152.58,97.44,427681.74,273124.32,154557.42
Sub-Saharan Africa,Malawi,Vegetables,Offline,M,06/08/2012,998115479,7/28/2012,3406,154.06,90.93,524728.36,309707.58,215020.78
Australia and Oceania,Papua New Guinea,Office Supplies,Online,L,1/20/2015,875295627,1/30/2015,8282,651.21,524.96,5393321.22,4347718.72,1045602.5
Sub-Saharan Africa,Burundi,Personal Care,Online,H,04/10/2014,853069341,5/19/2014,1030,81.73,56.67,84181.9,58370.1,25811.8
Europe,Germany,Personal Care,Offline,C,07/02/2010,337735450,07/12/2010,2280,81.73,56.67,186344.4,129207.6,57136.8
Europe,Cyprus,Baby Food,Offline,H,10/08/2012,155905282,10/18/2012,4692,255.28,159.42,1197773.76,747998.64,449775.12
Middle East and North Africa,Turkey,Fruits,Offline,M,04/05/2012,304502665,4/21/2012,7960,9.33,6.92,74266.8,55083.2,19183.6
Sub-Saharan Africa,Ghana,Clothes,Offline,H,05/10/2016,400763928,5/26/2016,3807,109.28,35.84,416028.96,136442.88,279586.08
Sub-Saharan Africa,Namibia,Beverages,Online,H,7/28/2014,132237899,09/03/2014,988,47.45,31.79,46880.6,31408.52,15472.08
Europe,Croatia,Snacks,Offline,L,8/20/2012,606785905,09/07/2012,288,152.58,97.44,43943.04,28062.72,15880.32
Europe,Spain,Clothes,Offline,C,7/21/2013,302581775,8/31/2013,9526,109.28,35.84,1041001.28,341411.84,699589.44
North America,Canada,Clothes,Offline,H,10/29/2013,918111836,12/12/2013,8550,109.28,35.84,934344,306432,627912
Australia and Oceania,Nauru,Beverages,Online,M,10/19/2014,622174918,10/28/2014,4239,47.45,31.79,201140.55,134757.81,66382.74
Middle East and North Africa,Lebanon,Cereal,Online,C,4/27/2011,803882348,5/28/2011,5506,205.7,117.11,1132584.2,644807.66,487776.54
Asia,Sri Lanka,Cosmetics,Online,M,8/25/2010,222657954,10/04/2010,8291,437.2,263.33,3624825.2,2183269.03,1441556.17
Europe,Italy,Snacks,Online,L,7/18/2013,858238065,8/18/2013,570,152.58,97.44,86970.6,55540.8,31429.8
Middle East and North Africa,Afghanistan,Beverages,Online,M,6/22/2010,260671508,7/30/2010,7347,47.45,31.79,348615.15,233561.13,115054.02
Europe,Ireland,Beverages,Offline,H,09/07/2015,100319612,9/13/2015,5657,47.45,31.79,268424.65,179836.03,88588.62
Europe,Slovakia,Meat,Online,C,5/28/2010,317856204,6/19/2010,9569,421.89,364.69,4037065.41,3489718.61,547346.8
Sub-Saharan Africa,Eritrea,Cereal,Offline,M,10/21/2014,474267613,11/24/2014,5181,205.7,117.11,1065731.7,606746.91,458984.79
Sub-Saharan Africa,Mauritania,Cereal,Online,M,01/12/2016,200852668,02/08/2016,5623,205.7,117.11,1156651.1,658509.53,498141.57
Middle East and North Africa,United Arab Emirates,Household,Online,H,06/12/2017,549222695,6/13/2017,6055,668.27,502.54,4046374.85,3042879.7,1003495.15
Asia,Japan,Fruits,Online,M,02/12/2012,841301524,3/30/2012,8671,9.33,6.92,80900.43,60003.32,20897.11
Australia and Oceania,Vanuatu,Snacks,Offline,L,11/22/2016,919325482,12/03/2016,7695,152.58,97.44,1174103.1,749800.8,424302.3
Europe,Georgia,Personal Care,Offline,L,8/13/2015,695843398,9/19/2015,4380,81.73,56.67,357977.4,248214.6,109762.8
Middle East and North Africa,Syria,Office Supplies,Online,H,11/25/2015,603716599,12/21/2015,2013,651.21,524.96,1310885.73,1056744.48,254141.25
Middle East and North Africa,Iraq,Office Supplies,Online,C,1/27/2015,246118915,2/15/2015,911,651.21,524.96,593252.31,478238.56,115013.75
Central America and the Caribbean,The Bahamas,Cosmetics,Online,M,7/13/2011,646536672,08/03/2011,3423,437.2,263.33,1496535.6,901378.59,595157.01
Middle East and North Africa,Israel,Clothes,Offline,L,02/01/2016,198768699,2/25/2016,8930,109.28,35.84,975870.4,320051.2,655819.2
Sub-Saharan Africa,Eritrea,Meat,Online,C,4/30/2010,516926324,06/05/2010,8841,421.89,364.69,3729929.49,3224224.29,505705.2
Europe,Bosnia and Herzegovina,Vegetables,Online,M,12/28/2010,585433375,2/15/2011,1600,154.06,90.93,246496,145488,101008
Sub-Saharan Africa,Nigeria,Meat,Online,M,2/24/2013,809026181,3/16/2013,7680,421.89,364.69,3240115.2,2800819.2,439296
Sub-Saharan Africa,Comoros,Household,Online,C,9/26/2016,762753570,11/13/2016,4586,668.27,502.54,3064686.22,2304648.44,760037.78
Middle East and North Africa,Algeria,Cereal,Offline,L,03/05/2015,541976869,4/14/2015,1854,205.7,117.11,381367.8,217121.94,164245.86
Sub-Saharan Africa,Mozambique,Cosmetics,Offline,C,4/22/2014,312369906,06/04/2014,6052,437.2,263.33,2645934.4,1593673.16,1052261.24
Middle East and North Africa,Somalia,Beverages,Online,C,6/21/2013,759919011,07/09/2013,5777,47.45,31.79,274118.65,183650.83,90467.82
Europe,Czech Republic,Household,Offline,H,11/09/2016,840923011,11/23/2016,6661,668.27,502.54,4451346.47,3347418.94,1103927.53
Sub-Saharan Africa,Tanzania,Office Supplies,Online,M,7/30/2014,931993234,9/13/2014,6364,651.21,524.96,4144300.44,3340845.44,803455
Asia,Vietnam,Cereal,Offline,L,9/25/2016,580053508,10/04/2016,9578,205.7,117.11,1970194.6,1121679.58,848515.02
Middle East and North Africa,Egypt,Household,Online,C,10/13/2011,752340161,11/03/2011,3027,668.27,502.54,2022853.29,1521188.58,501664.71
Europe,Norway,Beverages,Online,L,9/27/2015,686402022,10/30/2015,467,47.45,31.79,22159.15,14845.93,7313.22
