Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Slovakia,Household,Online,C,5/24/2011,432345330,5/24/2011,9446,668.27,502.54,6312478.42,4746992.84,1565485.58
Middle East and North Africa,United Arab Emirates,Personal Care,Offline,C,01/02/2013,612034022,1/22/2013,3323,81.73,56.67,271588.79,188314.41,83274.38
Australia and Oceania,Palau,Clothes,Offline,H,1/30/2010,398370969,03/11/2010,5677,109.28,35.84,620382.56,203463.68,416918.88
Europe,Norway,Vegetables,Online,M,11/28/2013,716404998,12/29/2013,9014,154.06,90.93,1388696.84,819643.02,569053.82
Europe,Romania,Beverages,Online,M,2/15/2014,311497437,3/16/2014,7869,47.45,31.79,373384.05,250155.51,123228.54
Middle East and North Africa,Azerbaijan,Personal Care,Online,M,10/14/2012,699322116,10/17/2012,3809,81.73,56.67,311309.57,215856.03,95453.54
Central America and the Caribbean,Antigua and Barbuda ,Clothes,Offline,L,01/07/2013,315865361,2/19/2013,434,109.28,35.84,47427.52,15554.56,31872.96
Asia,Malaysia,Vegetables,Offline,L,3/25/2015,367426002,4/13/2015,8374,154.06,90.93,1290098.44,761447.82,528650.62
Asia,China,Household,Offline,H,4/22/2013,780615365,5/13/2013,288,668.27,502.54,192461.76,144731.52,47730.24
Asia,Sri Lanka,Office Supplies,Offline,M,7/29/2013,652357280,8/21/2013,5871,651.21,524.96,3823253.91,3082040.16,741213.75
Australia and Oceania,Australia,Snacks,Offline,L,11/04/2015,499888074,11/17/2015,6845,152.58,97.44,1044410.1,666976.8,377433.3
Europe,Netherlands,Vegetables,Offline,M,3/14/2017,910756576,04/04/2017,1965,154.06,90.93,302727.9,178677.45,124050.45
Central America and the Caribbean,Antigua and Barbuda ,Cereal,Offline,H,10/21/2015,292824113,11/25/2015,2017,205.7,117.11,414896.9,236210.87,178686.03
Europe,Ukraine,Office Supplies,Online,L,8/29/2014,724264514,10/02/2014,4819,651.21,524.96,3138180.99,2529782.24,608398.75
Europe,Russia,Cosmetics,Offline,L,04/07/2010,303564107,4/17/2010,220,437.2,263.33,96184,57932.6,38251.4
Australia and Oceania,Solomon Islands,Personal Care,Online,M,7/17/2011,799521720,8/31/2011,5099,81.73,56.67,416741.27,288960.33,127780.94
Europe,San Marino,Meat,Online,L,05/02/2013,901248681,5/31/2013,8367,421.89,364.69,3529953.63,3051361.23,478592.4
Sub-Saharan Africa,Kenya,Clothes,Offline,H,05/02/2015,268168818,6/18/2015,5968,109.28,35.84,652183.04,213893.12,438289.92
Central America and the Caribbean,Haiti,Cereal,Offline,M,9/21/2010,880018460,11/01/2010,5873,205.7,117.11,1208076.1,687787.03,520289.07
Asia,Mongolia,Vegetables,Offline,C,09/08/2012,286846435,10/25/2012,3089,154.06,90.93,475891.34,280882.77,195008.57
Middle East and North Africa,Jordan,Beverages,Offline,H,10/03/2012,159014070,10/13/2012,4652,47.45,31.79,220737.4,147887.08,72850.32
Europe,Cyprus,Household,Online,M,11/19/2014,437195193,12/05/2014,4628,668.27,502.54,3092753.56,2325755.12,766998.44
Sub-Saharan Africa,Gabon,Household,Online,H,07/04/2016,682376134,7/17/2016,9117,668.27,502.54,6092617.59,4581657.18,1510960.41
Middle East and North Africa,Azerbaijan,Household,Online,C,05/11/2012,525855720,6/17/2012,1248,668.27,502.54,834000.96,627169.92,206831.04
Asia,Singapore,Clothes,Offline,M,5/14/2013,119245278,6/21/2013,6183,109.28,35.84,675678.24,221598.72,454079.52
North America,Greenland,Vegetables,Online,C,08/07/2012,584468638,08/10/2012,6113,154.06,90.93,941768.78,555855.09,385913.69
Europe,Belarus,Fruits,Offline,L,10/07/2011,863762128,11/11/2011,5263,9.33,6.92,49103.79,36419.96,12683.83
Central America and the Caribbean,Honduras,Beverages,Offline,M,5/31/2017,869674575,6/22/2017,4888,47.45,31.79,231935.6,155389.52,76546.08
Central America and the Caribbean,Jamaica,Cosmetics,Online,C,6/14/2014,135067307,07/02/2014,8273,437.2,263.33,3616955.6,2178529.09,1438426.51
Sub-Saharan Africa,Namibia,Beverages,Offline,H,05/08/2015,963114154,5/21/2015,5736,47.45,31.79,272173.2,182347.44,89825.76
Central America and the Caribbean,Saint Lucia,Cereal,Online,C,12/05/2010,777301442,12/18/2010,9625,205.7,117.11,1979862.5,1127183.75,852678.75
Sub-Saharan Africa,Senegal,Vegetables,Offline,L,01/01/2012,671428000,01/10/2012,9321,154.06,90.93,1435993.26,847558.53,588434.73
Middle East and North Africa,Algeria,Vegetables,Offline,L,4/21/2015,459605157,4/30/2015,6234,154.06,90.93,960410.04,566857.62,393552.42
Central America and the Caribbean,Honduras,Snacks,Offline,C,11/06/2014,926256740,11/11/2014,8808,152.58,97.44,1343924.64,858251.52,485673.12
Middle East and North Africa,Libya,Cosmetics,Online,M,4/15/2013,676119077,4/21/2013,7515,437.2,263.33,3285558,1978924.95,1306633.05
Europe,Austria,Baby Food,Offline,H,7/20/2010,184240996,7/28/2010,9860,255.28,159.42,2517060.8,1571881.2,945179.6
Asia,Singapore,Meat,Online,C,3/17/2015,445983827,04/05/2015,5380,421.89,364.69,2269768.2,1962032.2,307736
Europe,Belgium,Cosmetics,Offline,H,5/20/2010,727021396,6/27/2010,642,437.2,263.33,280682.4,169057.86,111624.54
Europe,Latvia,Baby Food,Online,L,7/24/2010,813340032,8/16/2010,4244,255.28,159.42,1083408.32,676578.48,406829.84
Europe,Cyprus,Fruits,Online,M,05/10/2012,561238563,06/04/2012,1817,9.33,6.92,16952.61,12573.64,4378.97
Sub-Saharan Africa,South Sudan,Beverages,Offline,C,6/16/2013,347328317,6/22/2013,1022,47.45,31.79,48493.9,32489.38,16004.52
Europe,Andorra,Cereal,Offline,H,5/22/2016,618533122,06/07/2016,6551,205.7,117.11,1347540.7,767187.61,580353.09
Central America and the Caribbean,Guatemala,Personal Care,Offline,H,03/08/2017,542089307,3/28/2017,5127,81.73,56.67,419029.71,290547.09,128482.62
Europe,Georgia,Fruits,Offline,M,9/16/2016,255545699,10/04/2016,506,9.33,6.92,4720.98,3501.52,1219.46
Sub-Saharan Africa,Sudan,Clothes,Offline,H,11/30/2016,416763627,12/28/2016,8474,109.28,35.84,926038.72,303708.16,622330.56
Australia and Oceania,Palau,Beverages,Online,L,01/06/2017,853916919,01/06/2017,1847,47.45,31.79,87640.15,58716.13,28924.02
Middle East and North Africa,Turkey,Fruits,Offline,M,4/19/2017,115491902,4/24/2017,5475,9.33,6.92,51081.75,37887,13194.75
Sub-Saharan Africa,Madagascar,Fruits,Offline,C,4/30/2015,420287406,6/15/2015,1238,9.33,6.92,11550.54,8566.96,2983.58
Europe,Vatican City,Fruits,Offline,H,4/19/2017,907414758,5/30/2017,3046,9.33,6.92,28419.18,21078.32,7340.86
Sub-Saharan Africa,Guinea,Snacks,Offline,C,7/21/2011,786297786,09/08/2011,1843,152.58,97.44,281204.94,179581.92,101623.02
Sub-Saharan Africa,Eritrea,Cosmetics,Online,C,3/14/2010,686672818,4/20/2010,601,437.2,263.33,262757.2,158261.33,104495.87
Asia,South Korea,Office Supplies,Online,H,1/26/2015,408588683,02/10/2015,9326,651.21,524.96,6073184.46,4895776.96,1177407.5
Middle East and North Africa,Morocco,Household,Online,L,11/24/2013,272406709,11/28/2013,53,668.27,502.54,35418.31,26634.62,8783.69
Asia,Myanmar,Cereal,Online,C,06/06/2014,668800723,6/22/2014,1851,205.7,117.11,380750.7,216770.61,163980.09
Europe,San Marino,Personal Care,Offline,M,4/27/2010,708757054,5/19/2010,5817,81.73,56.67,475423.41,329649.39,145774.02
North America,Mexico,Baby Food,Offline,H,3/24/2015,473574531,4/27/2015,82,255.28,159.42,20932.96,13072.44,7860.52
Europe,Finland,Cosmetics,Offline,L,7/30/2013,564864480,8/26/2013,4807,437.2,263.33,2101620.4,1265827.31,835793.09
Europe,Estonia,Snacks,Offline,L,5/15/2017,754550731,5/28/2017,7184,152.58,97.44,1096134.72,700008.96,396125.76
Sub-Saharan Africa,Seychelles ,Household,Online,H,12/13/2016,434869611,01/01/2017,6436,668.27,502.54,4300985.72,3234347.44,1066638.28
