Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Central America and the Caribbean,Belize,Office Supplies,Online,H,4/21/2014,881998574,5/19/2014,1833,651.21,524.96,1193667.93,962251.68,231416.25
Australia and Oceania,Fiji,Clothes,Offline,L,1/26/2010,783843028,03/04/2010,5426,109.28,35.84,592953.28,194467.84,398485.44
Central America and the Caribbean,El Salvador,Meat,Online,C,11/20/2016,134132611,12/13/2016,1675,421.89,364.69,706665.75,610855.75,95810
Sub-Saharan Africa,Lesotho,Clothes,Offline,M,01/09/2011,645416152,02/05/2011,1837,109.28,35.84,200747.36,65838.08,134909.28
Central America and the Caribbean,Panama,Meat,Offline,C,3/29/2015,950554978,5/18/2015,9196,421.89,364.69,3879700.44,3353689.24,526011.2
Central America and the Caribbean,Saint Vincent and the Grenadines,Household,Offline,M,9/22/2011,652722918,10/25/2011,4071,668.27,502.54,2720527.17,2045840.34,674686.83
Middle East and North Africa,Saudi Arabia,Cereal,Online,M,01/03/2014,775406301,02/03/2014,8810,205.7,117.11,1812217,1031739.1,780477.9
Middle East and North Africa,Kuwait,Personal Care,Online,C,03/12/2010,612403953,4/18/2010,2793,81.73,56.67,228271.89,158279.31,69992.58
Middle East and North Africa,Libya,Clothes,Offline,L,2/27/2012,877827203,03/04/2012,7431,109.28,35.84,812059.68,266327.04,545732.64
Europe,Georgia,Vegetables,Online,M,11/29/2013,556099879,01/03/2014,1167,154.06,90.93,179788.02,106115.31,73672.71
Central America and the Caribbean,El Salvador,Household,Online,M,7/17/2010,951958310,8/14/2010,4473,668.27,502.54,2989171.71,2247861.42,741310.29
Europe,Belarus,Vegetables,Offline,M,02/11/2017,740451323,3/16/2017,4856,154.06,90.93,748115.36,441556.08,306559.28
Sub-Saharan Africa,Central African Republic,Personal Care,Online,M,11/30/2011,916940248,12/08/2011,1851,81.73,56.67,151282.23,104896.17,46386.06
