Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Middle East and North Africa,United Arab Emirates,Baby Food,Offline,H,04/01/2014,121284615,05/06/2014,9668,255.28,159.42,2468047.04,1541272.56,926774.48
Australia and Oceania,Vanuatu,Cosmetics,Offline,M,5/27/2012,295809733,06/07/2012,5529,437.2,263.33,2417278.8,1455951.57,961327.23
Middle East and North Africa,Qatar,Vegetables,Offline,C,09/05/2012,403936231,10/09/2012,2562,154.06,90.93,394701.72,232962.66,161739.06
Europe,Monaco,Office Supplies,Online,L,12/13/2015,583212935,12/17/2015,4523,651.21,524.96,2945422.83,2374394.08,571028.75
Australia and Oceania,Tuvalu,Baby Food,Online,C,08/01/2016,591501176,09/09/2016,7197,255.28,159.42,1837250.16,1147345.74,689904.42
Sub-Saharan Africa,Angola,Baby Food,Online,L,10/19/2013,256974780,11/29/2013,3403,255.28,159.42,868717.84,542506.26,326211.58
Asia,Philippines,Household,Online,M,6/17/2015,828120076,7/14/2015,7988,668.27,502.54,5338140.76,4014289.52,1323851.24
Europe,Georgia,Snacks,Online,M,7/20/2011,923735892,7/22/2011,2833,152.58,97.44,432259.14,276047.52,156211.62
Europe,Germany,Clothes,Offline,M,11/04/2015,582933557,12/10/2015,1848,109.28,35.84,201949.44,66232.32,135717.12
Europe,Montenegro,Snacks,Online,M,09/04/2016,815136897,10/08/2016,5977,152.58,97.44,911970.66,582398.88,329571.78
Sub-Saharan Africa,Mauritius ,Vegetables,Online,L,01/08/2011,450082242,1/24/2011,8192,154.06,90.93,1262059.52,744898.56,517160.96
Asia,Nepal,Office Supplies,Online,C,11/05/2015,187818419,12/18/2015,8499,651.21,524.96,5534633.79,4461635.04,1072998.75
Sub-Saharan Africa,Guinea,Vegetables,Offline,H,4/27/2011,348706758,5/30/2011,8933,154.06,90.93,1376217.98,812277.69,563940.29
Sub-Saharan Africa,Equatorial Guinea,Baby Food,Offline,H,10/01/2012,423421084,11/18/2012,8563,255.28,159.42,2185962.64,1365113.46,820849.18
Sub-Saharan Africa,Guinea-Bissau,Office Supplies,Online,H,10/21/2013,422947728,10/31/2013,8486,651.21,524.96,5526168.06,4454810.56,1071357.5
Asia,South Korea,Meat,Offline,C,12/26/2012,428585517,1/27/2013,6833,421.89,364.69,2882774.37,2491926.77,390847.6
Central America and the Caribbean,Panama,Baby Food,Offline,L,06/11/2017,141945779,7/19/2017,3765,255.28,159.42,961129.2,600216.3,360912.9
Australia and Oceania,Palau,Household,Offline,M,6/17/2016,234952342,7/27/2016,6474,668.27,502.54,4326379.98,3253443.96,1072936.02
Europe,Kosovo,Cosmetics,Online,L,07/11/2015,999841535,7/27/2015,4184,437.2,263.33,1829244.8,1101772.72,727472.08
Central America and the Caribbean,Saint Lucia,Cosmetics,Online,C,5/28/2017,999162185,6/26/2017,3149,437.2,263.33,1376742.8,829226.17,547516.63
Europe,France,Beverages,Online,L,10/17/2010,215775620,10/25/2010,1656,47.45,31.79,78577.2,52644.24,25932.96
Europe,United Kingdom,Cosmetics,Online,L,12/12/2011,502855670,12/31/2011,5022,437.2,263.33,2195618.4,1322443.26,873175.14
Asia,Kyrgyzstan,Beverages,Offline,M,6/21/2015,633888661,08/01/2015,596,47.45,31.79,28280.2,18946.84,9333.36
Middle East and North Africa,Yemen,Household,Offline,M,04/01/2013,352673423,5/13/2013,2758,668.27,502.54,1843088.66,1386005.32,457083.34
Europe,Czech Republic,Meat,Offline,L,5/17/2013,823321282,5/19/2013,7918,421.89,364.69,3340525.02,2887615.42,452909.6
Sub-Saharan Africa,Mauritania,Meat,Online,L,8/25/2013,580256068,10/07/2013,9520,421.89,364.69,4016392.8,3471848.8,544544
Middle East and North Africa,Kuwait,Clothes,Offline,H,12/07/2012,478214108,1/20/2013,3037,109.28,35.84,331883.36,108846.08,223037.28
Europe,Estonia,Fruits,Offline,C,12/13/2014,542244231,01/10/2015,973,9.33,6.92,9078.09,6733.16,2344.93
Australia and Oceania,Samoa ,Clothes,Offline,H,11/26/2016,417707765,12/24/2016,7865,109.28,35.84,859487.2,281881.6,577605.6
Middle East and North Africa,Turkey,Cosmetics,Offline,M,04/12/2013,720278537,4/29/2013,5280,437.2,263.33,2308416,1390382.4,918033.6
Middle East and North Africa,Libya,Baby Food,Online,M,10/11/2014,785942876,11/12/2014,6817,255.28,159.42,1740243.76,1086766.14,653477.62
Middle East and North Africa,Tunisia ,Cosmetics,Online,M,3/24/2014,920999610,05/08/2014,3106,437.2,263.33,1357943.2,817902.98,540040.22
Sub-Saharan Africa,Cape Verde,Baby Food,Offline,M,02/05/2013,152060067,3/20/2013,6808,255.28,159.42,1737946.24,1085331.36,652614.88
