Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Central America and the Caribbean,Honduras,Vegetables,Online,L,5/28/2012,131529366,07/08/2012,1317,154.06,90.93,202897.02,119754.81,83142.21
Sub-Saharan Africa,Zambia,Cosmetics,Online,C,10/21/2015,236620891,11/19/2015,235,437.2,263.33,102742,61882.55,40859.45
Middle East and North Africa,Pakistan,Personal Care,Online,H,12/26/2013,190938794,1/22/2014,1887,81.73,56.67,154224.51,106936.29,47288.22
Asia,Kazakhstan,Meat,Offline,M,5/27/2015,132031905,07/04/2015,30,421.89,364.69,12656.7,10940.7,1716
Sub-Saharan Africa,Ethiopia,Meat,Online,L,06/01/2014,717761552,6/27/2014,448,421.89,364.69,189006.72,163381.12,25625.6
Asia,Nepal,Meat,Online,C,04/01/2010,876301562,5/17/2010,5961,421.89,364.69,2514886.29,2173917.09,340969.2
Sub-Saharan Africa,Eritrea,Snacks,Online,H,10/05/2010,956138265,10/18/2010,1415,152.58,97.44,215900.7,137877.6,78023.1
Sub-Saharan Africa,Djibouti,Cosmetics,Offline,M,07/07/2013,476070487,08/11/2013,8691,437.2,263.33,3799705.2,2288601.03,1511104.17
Asia,Bhutan,Beverages,Online,C,2/18/2017,375209558,3/18/2017,1701,47.45,31.79,80712.45,54074.79,26637.66
Sub-Saharan Africa,Swaziland,Office Supplies,Offline,M,7/14/2017,762979304,7/14/2017,1386,651.21,524.96,902577.06,727594.56,174982.5
Central America and the Caribbean,El Salvador,Snacks,Offline,L,09/05/2011,469116055,9/26/2011,720,152.58,97.44,109857.6,70156.8,39700.8
Sub-Saharan Africa,Eritrea,Personal Care,Online,M,7/16/2016,193668639,09/04/2016,9709,81.73,56.67,793516.57,550209.03,243307.54
Sub-Saharan Africa,Mauritania,Household,Online,H,4/14/2012,256998383,4/20/2012,388,668.27,502.54,259288.76,194985.52,64303.24
Sub-Saharan Africa,Comoros,Cereal,Offline,C,3/25/2014,149779117,3/26/2014,1824,205.7,117.11,375196.8,213608.64,161588.16
Middle East and North Africa,Lebanon,Beverages,Online,L,01/11/2016,782997167,1/19/2016,5116,47.45,31.79,242754.2,162637.64,80116.56
Europe,Russia,Beverages,Offline,L,03/12/2016,437951362,4/20/2016,8395,47.45,31.79,398342.75,266877.05,131465.7
Central America and the Caribbean,Belize,Baby Food,Offline,M,4/20/2014,616253030,05/06/2014,1821,255.28,159.42,464864.88,290303.82,174561.06
Australia and Oceania,Nauru,Snacks,Online,C,10/09/2014,189825999,10/14/2014,2586,152.58,97.44,394571.88,251979.84,142592.04
Australia and Oceania,Palau,Cereal,Offline,H,7/13/2015,350906598,8/14/2015,9915,205.7,117.11,2039515.5,1161145.65,878369.85
Europe,Denmark,Office Supplies,Offline,M,10/08/2011,562043654,10/18/2011,62,651.21,524.96,40375.02,32547.52,7827.5
Sub-Saharan Africa,Burundi,Cosmetics,Offline,C,11/24/2014,806098496,12/12/2014,1313,437.2,263.33,574043.6,345752.29,228291.31
Asia,India,Snacks,Online,C,11/18/2010,236244952,12/09/2010,8986,152.58,97.44,1371083.88,875595.84,495488.04
Europe,Andorra,Clothes,Online,L,1/16/2017,325969350,1/16/2017,429,109.28,35.84,46881.12,15375.36,31505.76
Sub-Saharan Africa,Cote d'Ivoire,Fruits,Online,H,2/15/2010,819070518,03/09/2010,23,9.33,6.92,214.59,159.16,55.43
Central America and the Caribbean,Antigua and Barbuda ,Vegetables,Online,L,5/13/2013,179659783,5/30/2013,4177,154.06,90.93,643508.62,379814.61,263694.01
Europe,Finland,Vegetables,Online,M,12/27/2016,542160975,01/02/2017,6336,154.06,90.93,976124.16,576132.48,399991.68
Central America and the Caribbean,The Bahamas,Cereal,Online,L,4/15/2012,961310422,05/06/2012,1971,205.7,117.11,405434.7,230823.81,174610.89
Asia,Kyrgyzstan,Household,Offline,M,7/22/2010,562156951,8/23/2010,3589,668.27,502.54,2398421.03,1803616.06,594804.97
Central America and the Caribbean,El Salvador,Snacks,Online,M,7/26/2016,790061891,8/19/2016,5725,152.58,97.44,873520.5,557844,315676.5
Europe,Bosnia and Herzegovina,Meat,Offline,H,3/29/2017,460699069,4/16/2017,9947,421.89,364.69,4196539.83,3627571.43,568968.4
Middle East and North Africa,Morocco,Fruits,Online,H,9/13/2015,710054814,9/14/2015,9853,9.33,6.92,91928.49,68182.76,23745.73
Sub-Saharan Africa,Eritrea,Snacks,Offline,H,05/07/2012,944427955,6/25/2012,6074,152.58,97.44,926770.92,591850.56,334920.36
Middle East and North Africa,Morocco,Clothes,Online,M,3/23/2016,190429818,05/06/2016,1270,109.28,35.84,138785.6,45516.8,93268.8
Europe,Croatia,Personal Care,Offline,H,12/06/2010,244984233,12/21/2010,5133,81.73,56.67,419520.09,290887.11,128632.98
Central America and the Caribbean,Saint Lucia,Meat,Online,L,06/04/2011,725327527,06/05/2011,9388,421.89,364.69,3960703.32,3423709.72,536993.6
Middle East and North Africa,Israel,Cereal,Online,C,10/17/2014,419008529,11/14/2014,2790,205.7,117.11,573903,326736.9,247166.1
Sub-Saharan Africa,Mali,Office Supplies,Offline,C,8/16/2011,433888566,9/22/2011,6123,651.21,524.96,3987358.83,3214330.08,773028.75
Sub-Saharan Africa,Kenya,Clothes,Offline,C,6/27/2012,148141467,07/02/2012,7207,109.28,35.84,787580.96,258298.88,529282.08
Middle East and North Africa,Turkey,Cereal,Offline,H,11/22/2013,360253560,12/18/2013,5889,205.7,117.11,1211367.3,689660.79,521706.51
Sub-Saharan Africa,Kenya,Meat,Online,M,03/07/2017,139023673,04/05/2017,9049,421.89,364.69,3817682.61,3300079.81,517602.8
Sub-Saharan Africa,Liberia,Beverages,Online,L,3/13/2017,873563134,3/21/2017,5599,47.45,31.79,265672.55,177992.21,87680.34
Asia,Sri Lanka,Fruits,Offline,L,8/20/2013,423295772,10/05/2013,1480,9.33,6.92,13808.4,10241.6,3566.8
Europe,Portugal,Cereal,Online,H,10/28/2014,767957913,12/02/2014,4667,205.7,117.11,960001.9,546552.37,413449.53
Australia and Oceania,Federated States of Micronesia,Office Supplies,Online,H,3/25/2011,357598388,04/04/2011,164,651.21,524.96,106798.44,86093.44,20705
Central America and the Caribbean,Belize,Personal Care,Online,L,02/04/2017,862578523,2/22/2017,5008,81.73,56.67,409303.84,283803.36,125500.48
