Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Central America and the Caribbean,Saint Vincent and the Grenadines,Personal Care,Offline,M,12/26/2015,248080575,02/03/2016,1410,81.73,56.67,115239.3,79904.7,35334.6
Asia,Taiwan,Meat,Online,H,4/25/2013,266599833,05/11/2013,1670,421.89,364.69,704556.3,609032.3,95524
Europe,Vatican City,Household,Online,L,07/08/2010,120282971,7/14/2010,3259,668.27,502.54,2177891.93,1637777.86,540114.07
Sub-Saharan Africa,Sierra Leone,Household,Online,H,04/02/2012,396678817,05/09/2012,4932,668.27,502.54,3295907.64,2478527.28,817380.36
Asia,Bhutan,Meat,Offline,H,09/04/2016,403648698,10/21/2016,7475,421.89,364.69,3153627.75,2726057.75,427570
Middle East and North Africa,Oman,Personal Care,Offline,L,8/25/2011,419366443,09/08/2011,8704,81.73,56.67,711377.92,493255.68,218122.24
Central America and the Caribbean,Saint Vincent and the Grenadines,Clothes,Offline,H,5/21/2016,342318379,6/24/2016,8470,109.28,35.84,925601.6,303564.8,622036.8
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Online,H,02/04/2017,141303336,03/10/2017,3652,9.33,6.92,34073.16,25271.84,8801.32
Middle East and North Africa,Turkey,Snacks,Offline,L,03/09/2016,305432641,3/17/2016,3161,152.58,97.44,482305.38,308007.84,174297.54
Sub-Saharan Africa,Cameroon,Meat,Online,C,05/10/2013,494130122,6/17/2013,2939,421.89,364.69,1239934.71,1071823.91,168110.8
Sub-Saharan Africa,Sierra Leone,Snacks,Online,C,12/07/2016,887132108,12/26/2016,960,152.58,97.44,146476.8,93542.4,52934.4
Sub-Saharan Africa,Uganda,Snacks,Online,H,5/20/2017,834487426,6/25/2017,2228,152.58,97.44,339948.24,217096.32,122851.92
Sub-Saharan Africa,Liberia,Clothes,Online,H,10/22/2013,206557404,11/23/2013,3781,109.28,35.84,413187.68,135511.04,277676.64
Australia and Oceania,East Timor,Meat,Offline,H,2/26/2010,744015872,04/12/2010,9685,421.89,364.69,4086004.65,3532022.65,553982
Central America and the Caribbean,Cuba,Fruits,Offline,C,6/14/2011,207849156,07/06/2011,6039,9.33,6.92,56343.87,41789.88,14553.99
Europe,Moldova ,Meat,Offline,C,5/29/2012,929356086,7/18/2012,5973,421.89,364.69,2519948.97,2178293.37,341655.6
Asia,India,Personal Care,Online,M,5/25/2016,360147988,6/21/2016,4648,81.73,56.67,379881.04,263402.16,116478.88
Europe,Estonia,Clothes,Offline,M,6/25/2016,522148692,08/07/2016,4256,109.28,35.84,465095.68,152535.04,312560.64
Middle East and North Africa,Kuwait,Baby Food,Online,M,5/14/2014,357594525,07/02/2014,9021,255.28,159.42,2302880.88,1438127.82,864753.06
Sub-Saharan Africa,Niger,Household,Offline,C,08/10/2016,679034316,9/13/2016,199,668.27,502.54,132985.73,100005.46,32980.27
Europe,Iceland,Office Supplies,Online,L,09/05/2015,119329392,09/05/2015,1074,651.21,524.96,699399.54,563807.04,135592.5
Europe,Estonia,Meat,Online,L,6/24/2016,981653583,08/03/2016,1964,421.89,364.69,828591.96,716251.16,112340.8
Asia,Tajikistan,Meat,Offline,M,5/28/2017,689493215,06/04/2017,5219,421.89,364.69,2201843.91,1903317.11,298526.8
Europe,United Kingdom,Vegetables,Offline,L,2/14/2014,336647117,04/01/2014,218,154.06,90.93,33585.08,19822.74,13762.34
Middle East and North Africa,Qatar,Personal Care,Online,C,12/09/2010,637226617,12/18/2010,8371,81.73,56.67,684161.83,474384.57,209777.26
Europe,Cyprus,Baby Food,Online,C,01/05/2017,575655543,2/18/2017,8122,255.28,159.42,2073384.16,1294809.24,778574.92
Sub-Saharan Africa,The Gambia,Beverages,Online,L,04/12/2012,556670224,4/18/2012,9945,47.45,31.79,471890.25,316151.55,155738.7
Sub-Saharan Africa,Uganda,Beverages,Offline,L,10/25/2011,155319488,12/07/2011,1343,47.45,31.79,63725.35,42693.97,21031.38
Asia,Bangladesh,Fruits,Online,C,08/11/2016,366964662,8/23/2016,1853,9.33,6.92,17288.49,12822.76,4465.73
Sub-Saharan Africa,Central African Republic,Office Supplies,Online,M,5/15/2017,457279574,5/27/2017,8043,651.21,524.96,5237682.03,4222253.28,1015428.75
Europe,United Kingdom,Vegetables,Online,L,06/06/2013,212250554,06/08/2013,8510,154.06,90.93,1311050.6,773814.3,537236.3
Europe,Ireland,Meat,Offline,C,7/20/2016,388176429,8/23/2016,8886,421.89,364.69,3748914.54,3240635.34,508279.2
Asia,Singapore,Household,Offline,C,11/04/2016,461668527,11/21/2016,6831,668.27,502.54,4564952.37,3432850.74,1132101.63
Sub-Saharan Africa,South Sudan,Beverages,Online,C,11/03/2016,879650676,11/05/2016,7038,47.45,31.79,333953.1,223738.02,110215.08
Sub-Saharan Africa,Mali,Cosmetics,Offline,C,7/26/2012,809359204,7/31/2012,6229,437.2,263.33,2723318.8,1640282.57,1083036.23
Europe,Greece,Vegetables,Offline,H,6/21/2012,388342940,7/17/2012,8161,154.06,90.93,1257283.66,742079.73,515203.93
Australia and Oceania,Fiji,Beverages,Online,H,12/04/2010,274463212,01/04/2011,8618,47.45,31.79,408924.1,273966.22,134957.88
Middle East and North Africa,Yemen,Beverages,Online,L,9/19/2014,295893847,10/12/2014,420,47.45,31.79,19929,13351.8,6577.2
Asia,India,Personal Care,Online,L,7/23/2016,801121175,08/12/2016,8413,81.73,56.67,687594.49,476764.71,210829.78
Middle East and North Africa,United Arab Emirates,Household,Offline,M,01/07/2014,408944022,02/03/2014,4479,668.27,502.54,2993181.33,2250876.66,742304.67
Sub-Saharan Africa,Togo,Office Supplies,Online,H,4/16/2013,958473718,4/28/2013,2527,651.21,524.96,1645607.67,1326573.92,319033.75
Middle East and North Africa,Yemen,Office Supplies,Online,L,4/15/2010,759134089,5/17/2010,3502,651.21,524.96,2280537.42,1838409.92,442127.5
Central America and the Caribbean,Dominican Republic,Clothes,Offline,H,2/14/2017,440661466,2/21/2017,375,109.28,35.84,40980,13440,27540
Europe,Romania,Household,Online,H,11/25/2012,703104674,01/10/2013,3153,668.27,502.54,2107055.31,1584508.62,522546.69
Europe,Lithuania,Vegetables,Offline,M,8/29/2015,966825044,9/17/2015,3870,154.06,90.93,596212.2,351899.1,244313.1
Europe,Austria,Clothes,Online,L,5/31/2010,722496402,07/07/2010,1596,109.28,35.84,174410.88,57200.64,117210.24
Sub-Saharan Africa,Togo,Snacks,Offline,H,7/18/2013,881105077,08/10/2013,7427,152.58,97.44,1133211.66,723686.88,409524.78
Europe,Liechtenstein,Personal Care,Online,C,12/27/2015,623949897,02/04/2016,9495,81.73,56.67,776026.35,538081.65,237944.7
Sub-Saharan Africa,Sierra Leone,Clothes,Offline,C,4/26/2017,552642190,05/04/2017,7960,109.28,35.84,869868.8,285286.4,584582.4
Sub-Saharan Africa,Equatorial Guinea,Cereal,Online,H,5/22/2014,439105784,07/07/2014,14,205.7,117.11,2879.8,1639.54,1240.26
Europe,Germany,Cosmetics,Offline,C,09/09/2012,575577008,10/05/2012,4882,437.2,263.33,2134410.4,1285577.06,848833.34
Europe,Romania,Household,Online,H,12/29/2014,424604690,01/12/2015,8818,668.27,502.54,5892804.86,4431397.72,1461407.14
Sub-Saharan Africa,Burkina Faso,Baby Food,Offline,M,7/23/2017,869050157,8/31/2017,108,255.28,159.42,27570.24,17217.36,10352.88
Asia,Brunei,Clothes,Online,L,12/05/2013,162087237,12/20/2013,4070,109.28,35.84,444769.6,145868.8,298900.8
Europe,Ireland,Beverages,Online,H,11/07/2013,677202260,11/30/2013,8053,47.45,31.79,382114.85,256004.87,126109.98
Asia,Kyrgyzstan,Cosmetics,Offline,M,10/13/2016,358194053,11/12/2016,6435,437.2,263.33,2813382,1694528.55,1118853.45
Middle East and North Africa,Turkey,Vegetables,Offline,C,09/03/2015,369173943,9/20/2015,5629,154.06,90.93,867203.74,511844.97,355358.77
North America,Canada,Clothes,Online,L,11/24/2015,144565761,11/27/2015,9076,109.28,35.84,991825.28,325283.84,666541.44
Europe,Greece,Vegetables,Offline,H,4/24/2016,539105832,5/16/2016,2251,154.06,90.93,346789.06,204683.43,142105.63
Central America and the Caribbean,Grenada,Cosmetics,Offline,H,1/26/2013,677842986,03/11/2013,7658,437.2,263.33,3348077.6,2016581.14,1331496.46
Asia,Bangladesh,Beverages,Online,C,12/13/2010,206138551,12/15/2010,9833,47.45,31.79,466575.85,312591.07,153984.78
Sub-Saharan Africa,Cape Verde,Personal Care,Online,C,01/03/2012,639666354,1/23/2012,344,81.73,56.67,28115.12,19494.48,8620.64
Sub-Saharan Africa,Democratic Republic of the Congo,Household,Online,C,10/19/2011,414412724,11/21/2011,2789,668.27,502.54,1863805.03,1401584.06,462220.97
Europe,Slovakia,Baby Food,Offline,M,9/21/2010,736676490,10/05/2010,7799,255.28,159.42,1990928.72,1243316.58,747612.14
Europe,Cyprus,Beverages,Offline,C,04/01/2010,633068978,04/02/2010,8034,47.45,31.79,381213.3,255400.86,125812.44
Sub-Saharan Africa,Zambia,Cosmetics,Online,L,09/12/2016,100514018,10/03/2016,3186,437.2,263.33,1392919.2,838969.38,553949.82
Sub-Saharan Africa,Sao Tome and Principe,Baby Food,Online,M,9/26/2014,556247937,10/06/2014,4981,255.28,159.42,1271549.68,794071.02,477478.66
Asia,Turkmenistan,Clothes,Offline,C,08/06/2016,787819564,9/23/2016,2171,109.28,35.84,237246.88,77808.64,159438.24
Central America and the Caribbean,Honduras,Household,Online,M,11/12/2012,103090226,12/05/2012,5544,668.27,502.54,3704888.88,2786081.76,918807.12
Central America and the Caribbean,Cuba,Baby Food,Online,L,02/12/2014,580233752,2/26/2014,2916,255.28,159.42,744396.48,464868.72,279527.76
Middle East and North Africa,Egypt,Household,Online,C,11/06/2016,317736470,11/20/2016,4137,668.27,502.54,2764632.99,2079007.98,685625.01
Australia and Oceania,Fiji,Snacks,Online,L,11/05/2014,184397208,11/08/2014,6086,152.58,97.44,928601.88,593019.84,335582.04
Europe,Bosnia and Herzegovina,Vegetables,Online,H,07/06/2010,669327294,7/30/2010,7675,154.06,90.93,1182410.5,697887.75,484522.75
Asia,Taiwan,Cereal,Online,H,2/14/2011,531950557,2/22/2011,4846,205.7,117.11,996822.2,567515.06,429307.14
Asia,Maldives,Snacks,Online,C,06/05/2017,852003324,06/07/2017,5572,152.58,97.44,850175.76,542935.68,307240.08
Europe,Belgium,Vegetables,Offline,H,4/28/2012,979534423,06/05/2012,4858,154.06,90.93,748423.48,441737.94,306685.54
Sub-Saharan Africa,Lesotho,Cereal,Online,H,1/20/2010,784905183,02/01/2010,9741,205.7,117.11,2003723.7,1140768.51,862955.19
Australia and Oceania,Australia,Snacks,Offline,H,7/30/2014,208789432,08/10/2014,4287,152.58,97.44,654110.46,417725.28,236385.18
Australia and Oceania,Solomon Islands,Clothes,Offline,C,10/05/2015,612173497,11/05/2015,4597,109.28,35.84,502360.16,164756.48,337603.68
Central America and the Caribbean,Saint Kitts and Nevis ,Meat,Offline,C,11/24/2015,726356208,12/03/2015,3798,421.89,364.69,1602338.22,1385092.62,217245.6
Europe,Romania,Fruits,Online,M,10/13/2010,702948892,11/29/2010,7053,9.33,6.92,65804.49,48806.76,16997.73
