Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Australia and Oceania,Tonga,Cereal,Offline,L,04/09/2015,383013284,5/16/2015,997,205.7,117.11,205082.9,116758.67,88324.23
Sub-Saharan Africa,Mozambique,Vegetables,Online,L,11/22/2015,803851878,12/27/2015,6489,154.06,90.93,999695.34,590044.77,409650.57
Europe,Macedonia,Vegetables,Online,M,03/03/2010,574698102,3/29/2010,4794,154.06,90.93,738563.64,435918.42,302645.22
Europe,Slovenia,Clothes,Offline,M,01/09/2016,958100783,02/03/2016,2168,109.28,35.84,236919.04,77701.12,159217.92
Sub-Saharan Africa,Botswana,Baby Food,Offline,M,7/25/2014,136921250,08/04/2014,6896,255.28,159.42,1760410.88,1099360.32,661050.56
Australia and Oceania,Solomon Islands,Personal Care,Online,L,6/26/2014,864333331,8/13/2014,4295,81.73,56.67,351030.35,243397.65,107632.7
Europe,Bulgaria,Clothes,Offline,H,5/20/2010,113823354,06/06/2010,1715,109.28,35.84,187415.2,61465.6,125949.6
Australia and Oceania,Palau,Snacks,Offline,H,11/11/2016,329190146,12/16/2016,3535,152.58,97.44,539370.3,344450.4,194919.9
Asia,Thailand,Beverages,Online,M,9/25/2011,874545037,10/28/2011,6166,47.45,31.79,292576.7,196017.14,96559.56
Europe,Hungary,Vegetables,Offline,C,07/03/2015,284311854,08/03/2015,3051,154.06,90.93,470037.06,277427.43,192609.63
Middle East and North Africa,Egypt,Clothes,Online,M,11/25/2011,313226926,12/05/2011,9663,109.28,35.84,1055972.64,346321.92,709650.72
Europe,Ireland,Meat,Offline,H,3/16/2012,986339080,4/28/2012,8507,421.89,364.69,3589018.23,3102417.83,486600.4
Sub-Saharan Africa,Eritrea,Cosmetics,Online,L,8/19/2013,149009644,8/31/2013,4120,437.2,263.33,1801264,1084919.6,716344.4
Europe,Lithuania,Household,Offline,L,09/01/2010,216912448,10/12/2010,8068,668.27,502.54,5391602.36,4054492.72,1337109.64
Europe,Liechtenstein,Household,Online,L,01/03/2014,526033818,1/17/2014,3951,668.27,502.54,2640334.77,1985535.54,654799.23
Asia,Vietnam,Beverages,Offline,L,6/25/2016,482672584,07/01/2016,2398,47.45,31.79,113785.1,76232.42,37552.68
Australia and Oceania,Kiribati,Snacks,Online,H,12/27/2011,913440072,12/31/2011,6071,152.58,97.44,926313.18,591558.24,334754.94
Europe,Spain,Baby Food,Offline,L,5/31/2014,915260112,07/05/2014,4661,255.28,159.42,1189860.08,743056.62,446803.46
Europe,Lithuania,Household,Online,M,01/01/2016,105369031,02/06/2016,9893,668.27,502.54,6611195.11,4971628.22,1639566.89
Central America and the Caribbean,Trinidad and Tobago,Vegetables,Offline,L,11/03/2013,871315658,12/07/2013,521,154.06,90.93,80265.26,47374.53,32890.73
Asia,Taiwan,Cosmetics,Offline,C,8/28/2013,720961320,9/17/2013,7331,437.2,263.33,3205113.2,1930472.23,1274640.97
Asia,Kazakhstan,Office Supplies,Online,H,11/19/2010,832479846,12/11/2010,8141,651.21,524.96,5301500.61,4273699.36,1027801.25
