Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Middle East and North Africa,United Arab Emirates,Snacks,Offline,C,3/29/2010,579620492,4/18/2010,1439,152.58,97.44,219562.62,140216.16,79346.46
Central America and the Caribbean,Costa Rica,Fruits,Offline,C,5/15/2014,874995219,5/16/2014,9385,9.33,6.92,87562.05,64944.2,22617.85
Sub-Saharan Africa,Burkina Faso,Personal Care,Online,M,5/25/2013,977408826,7/14/2013,5847,81.73,56.67,477875.31,331349.49,146525.82
Central America and the Caribbean,The Bahamas,Cosmetics,Online,L,12/28/2011,574410140,02/09/2012,9580,437.2,263.33,4188376,2522701.4,1665674.6
Asia,Mongolia,Cosmetics,Offline,H,11/16/2015,773860490,12/06/2015,1371,437.2,263.33,599401.2,361025.43,238375.77
Europe,United Kingdom,Snacks,Offline,L,11/28/2012,953933703,12/09/2012,9036,152.58,97.44,1378712.88,880467.84,498245.04
Asia,China,Fruits,Online,H,9/28/2014,113116109,10/06/2014,2425,9.33,6.92,22625.25,16781,5844.25
Asia,Turkmenistan,Meat,Online,L,2/23/2015,920206534,04/04/2015,8417,421.89,364.69,3551048.13,3069595.73,481452.4
Europe,Belarus,Vegetables,Online,L,7/16/2016,264316308,7/16/2016,5924,154.06,90.93,912651.44,538669.32,373982.12
Europe,Czech Republic,Snacks,Online,L,1/15/2011,504869258,02/06/2011,888,152.58,97.44,135491.04,86526.72,48964.32
Australia and Oceania,Nauru,Meat,Online,L,7/20/2014,921601712,09/08/2014,1282,421.89,364.69,540862.98,467532.58,73330.4
Europe,Andorra,Vegetables,Offline,H,7/15/2017,864562499,7/31/2017,2111,154.06,90.93,325220.66,191953.23,133267.43
Europe,Belgium,Household,Online,L,07/12/2011,204112946,7/30/2011,412,668.27,502.54,275327.24,207046.48,68280.76
Europe,Lithuania,Vegetables,Offline,H,8/14/2015,680926883,9/25/2015,251,154.06,90.93,38669.06,22823.43,15845.63
Sub-Saharan Africa,South Sudan,Meat,Online,C,02/11/2012,955990636,3/15/2012,7728,421.89,364.69,3260365.92,2818324.32,442041.6
Europe,Kosovo,Snacks,Offline,C,11/16/2010,660603034,12/16/2010,5973,152.58,97.44,911360.34,582009.12,329351.22
Europe,Spain,Office Supplies,Offline,C,04/10/2015,846375405,05/12/2015,146,651.21,524.96,95076.66,76644.16,18432.5
Middle East and North Africa,Azerbaijan,Personal Care,Offline,M,10/17/2010,835231578,11/13/2010,2439,81.73,56.67,199339.47,138218.13,61121.34
Middle East and North Africa,Libya,Meat,Offline,H,4/16/2014,469407880,05/02/2014,7078,421.89,364.69,2986137.42,2581275.82,404861.6
Sub-Saharan Africa,Sudan,Cosmetics,Offline,M,03/05/2017,561453139,4/13/2017,5316,437.2,263.33,2324155.2,1399862.28,924292.92
Europe,Bulgaria,Household,Online,M,12/02/2011,644228684,1/20/2012,439,668.27,502.54,293370.53,220615.06,72755.47
Australia and Oceania,Vanuatu,Beverages,Offline,C,12/31/2010,320908343,02/05/2011,2765,47.45,31.79,131199.25,87899.35,43299.9
Europe,France,Personal Care,Online,H,10/20/2012,614978444,10/25/2012,4643,81.73,56.67,379472.39,263118.81,116353.58
Middle East and North Africa,Bahrain,Household,Offline,M,01/01/2013,820237815,01/01/2013,5452,668.27,502.54,3643408.04,2739848.08,903559.96
Asia,Thailand,Household,Offline,L,11/27/2015,750797784,12/23/2015,6603,668.27,502.54,4412586.81,3318271.62,1094315.19
Europe,Cyprus,Vegetables,Offline,H,07/11/2015,291082179,08/07/2015,6540,154.06,90.93,1007552.4,594682.2,412870.2
Sub-Saharan Africa,Central African Republic,Cereal,Online,H,07/06/2014,745827329,7/16/2014,5735,205.7,117.11,1179689.5,671625.85,508063.65
Central America and the Caribbean,Panama,Meat,Offline,C,10/17/2012,790082061,11/09/2012,1694,421.89,364.69,714681.66,617784.86,96896.8
Europe,Hungary,Clothes,Online,H,5/17/2011,519207704,06/09/2011,3952,109.28,35.84,431874.56,141639.68,290234.88
North America,Greenland,Vegetables,Online,C,02/02/2016,998878085,02/09/2016,9078,154.06,90.93,1398556.68,825462.54,573094.14
Sub-Saharan Africa,Burkina Faso,Fruits,Online,M,2/18/2011,215079534,3/29/2011,5668,9.33,6.92,52882.44,39222.56,13659.88
Sub-Saharan Africa,Chad,Snacks,Online,H,11/05/2015,724110877,11/18/2015,9355,152.58,97.44,1427385.9,911551.2,515834.7
Europe,Moldova ,Baby Food,Online,H,10/04/2012,202583444,11/19/2012,7798,255.28,159.42,1990673.44,1243157.16,747516.28
Asia,South Korea,Beverages,Online,H,12/24/2011,897421061,1/29/2012,5690,47.45,31.79,269990.5,180885.1,89105.4
Sub-Saharan Africa,Burkina Faso,Fruits,Online,M,02/08/2017,175860059,3/27/2017,9754,9.33,6.92,91004.82,67497.68,23507.14
Sub-Saharan Africa,Guinea-Bissau,Baby Food,Online,H,11/13/2013,875449264,12/14/2013,3746,255.28,159.42,956278.88,597187.32,359091.56
Sub-Saharan Africa,Cote d'Ivoire,Clothes,Offline,L,10/12/2011,954050004,10/15/2011,3452,109.28,35.84,377234.56,123719.68,253514.88
Europe,Armenia,Vegetables,Offline,H,1/23/2010,239836108,02/11/2010,1689,154.06,90.93,260207.34,153580.77,106626.57
Asia,Taiwan,Fruits,Online,M,7/27/2016,881293904,09/08/2016,3305,9.33,6.92,30835.65,22870.6,7965.05
Middle East and North Africa,United Arab Emirates,Cereal,Online,M,9/22/2013,597222220,10/24/2013,181,205.7,117.11,37231.7,21196.91,16034.79
