Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Bulgaria,Snacks,Online,L,8/22/2014,212373292,9/22/2014,4831,152.58,97.44,737113.98,470732.64,266381.34
North America,Greenland,Cereal,Online,H,2/27/2010,820803439,3/18/2010,2833,205.7,117.11,582748.1,331772.63,250975.47
Europe,Croatia,Meat,Offline,C,06/04/2017,629827153,6/30/2017,8706,421.89,364.69,3672974.34,3174991.14,497983.2
Asia,South Korea,Household,Online,H,2/14/2014,845743262,03/11/2014,3080,668.27,502.54,2058271.6,1547823.2,510448.4
Asia,Maldives,Fruits,Offline,L,11/13/2016,495163094,11/17/2016,8618,9.33,6.92,80405.94,59636.56,20769.38
Asia,Maldives,Clothes,Online,H,10/31/2016,475010478,12/08/2016,5011,109.28,35.84,547602.08,179594.24,368007.84
Central America and the Caribbean,Saint Vincent and the Grenadines,Office Supplies,Offline,H,10/29/2013,402521741,11/14/2013,3983,651.21,524.96,2593769.43,2090915.68,502853.75
Sub-Saharan Africa,Guinea-Bissau,Clothes,Offline,L,07/07/2012,865245711,7/21/2012,4289,109.28,35.84,468701.92,153717.76,314984.16
Europe,Czech Republic,Snacks,Offline,M,1/20/2011,271043717,2/13/2011,6714,152.58,97.44,1024422.12,654212.16,370209.96
Central America and the Caribbean,Costa Rica,Baby Food,Online,C,06/11/2012,698089587,07/05/2012,9077,255.28,159.42,2317176.56,1447055.34,870121.22
Sub-Saharan Africa,Benin,Cosmetics,Offline,L,03/10/2013,244869649,3/16/2013,1226,437.2,263.33,536007.2,322842.58,213164.62
Middle East and North Africa,Afghanistan,Meat,Online,C,8/21/2014,680182731,8/21/2014,40,421.89,364.69,16875.6,14587.6,2288
Europe,Portugal,Snacks,Offline,C,8/18/2011,693140161,10/07/2011,4431,152.58,97.44,676081.98,431756.64,244325.34
Europe,Moldova ,Cereal,Online,L,06/07/2011,843165767,7/13/2011,342,205.7,117.11,70349.4,40051.62,30297.78
Sub-Saharan Africa,Guinea,Beverages,Offline,M,10/20/2014,409995877,10/25/2014,5746,47.45,31.79,272647.7,182665.34,89982.36
Central America and the Caribbean,Dominican Republic,Fruits,Offline,M,3/16/2012,543679320,4/25/2012,5647,9.33,6.92,52686.51,39077.24,13609.27
