Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
North America,Greenland,Clothes,Offline,H,12/18/2016,918225991,12/25/2016,2331,109.28,35.84,254731.68,83543.04,171188.64
Middle East and North Africa,Tunisia ,Cosmetics,Offline,C,9/27/2015,646925914,11/12/2015,8609,437.2,263.33,3763854.8,2267007.97,1496846.83
Asia,Sri Lanka,Office Supplies,Online,H,01/09/2013,695945966,1/25/2013,4732,651.21,524.96,3081525.72,2484110.72,597415
Europe,Estonia,Snacks,Online,M,5/17/2015,977834975,5/24/2015,1954,152.58,97.44,298141.32,190397.76,107743.56
Asia,Laos,Cosmetics,Online,H,04/08/2015,125454270,05/01/2015,3561,437.2,263.33,1556869.2,937718.13,619151.07
Sub-Saharan Africa,Mali,Personal Care,Offline,H,01/10/2010,441977679,1/13/2010,9872,81.73,56.67,806838.56,559446.24,247392.32
Australia and Oceania,Palau,Household,Online,L,03/11/2013,250891530,3/15/2013,3234,668.27,502.54,2161185.18,1625214.36,535970.82
Europe,Estonia,Office Supplies,Online,H,11/10/2012,645994651,11/27/2012,3027,651.21,524.96,1971212.67,1589053.92,382158.75
Central America and the Caribbean,Guatemala,Office Supplies,Offline,C,05/03/2013,541398370,6/21/2013,664,651.21,524.96,432403.44,348573.44,83830
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Online,C,3/17/2016,721526515,4/29/2016,4585,9.33,6.92,42778.05,31728.2,11049.85
Asia,Japan,Vegetables,Offline,M,7/22/2016,691115415,7/29/2016,5264,154.06,90.93,810971.84,478655.52,332316.32
Europe,Vatican City,Office Supplies,Online,H,4/23/2014,925213897,5/31/2014,207,651.21,524.96,134800.47,108666.72,26133.75
Central America and the Caribbean,Barbados,Personal Care,Online,H,6/18/2010,619183290,08/01/2010,8950,81.73,56.67,731483.5,507196.5,224287
Sub-Saharan Africa,Liberia,Vegetables,Online,M,11/09/2010,838697421,12/01/2010,8059,154.06,90.93,1241569.54,732804.87,508764.67
Sub-Saharan Africa,Djibouti,Household,Online,H,11/02/2014,469742619,12/06/2014,6135,668.27,502.54,4099836.45,3083082.9,1016753.55
Europe,Croatia,Beverages,Online,C,06/11/2011,268617713,07/08/2011,8805,47.45,31.79,417797.25,279910.95,137886.3
Europe,Finland,Baby Food,Offline,L,07/03/2013,611934030,7/18/2013,3733,255.28,159.42,952960.24,595114.86,357845.38
Asia,India,Cereal,Online,H,12/24/2015,146615397,02/11/2016,5609,205.7,117.11,1153771.3,656869.99,496901.31
Europe,Poland,Clothes,Offline,L,11/22/2014,739898145,01/01/2015,1158,109.28,35.84,126546.24,41502.72,85043.52
Asia,Singapore,Cosmetics,Offline,M,2/14/2011,729331099,3/29/2011,4135,437.2,263.33,1807822,1088869.55,718952.45
Europe,Germany,Beverages,Offline,C,03/08/2014,772775590,3/29/2014,325,47.45,31.79,15421.25,10331.75,5089.5
Australia and Oceania,Samoa ,Household,Offline,C,9/20/2015,698405444,10/20/2015,2546,668.27,502.54,1701415.42,1279466.84,421948.58
Central America and the Caribbean,Guatemala,Baby Food,Online,M,01/06/2016,854706990,02/10/2016,5647,255.28,159.42,1441566.16,900244.74,541321.42
Europe,Bulgaria,Office Supplies,Online,M,8/20/2012,760479056,10/02/2012,1507,651.21,524.96,981373.47,791114.72,190258.75
Asia,Bhutan,Office Supplies,Online,L,10/14/2011,454832971,11/03/2011,4038,651.21,524.96,2629585.98,2119788.48,509797.5
Asia,Indonesia,Vegetables,Online,H,12/08/2016,947192561,01/01/2017,4182,154.06,90.93,644278.92,380269.26,264009.66
Central America and the Caribbean,Grenada,Office Supplies,Offline,H,6/30/2017,167294156,7/26/2017,4913,651.21,524.96,3199394.73,2579128.48,620266.25
Europe,Czech Republic,Beverages,Offline,H,04/12/2015,615186583,5/16/2015,6236,47.45,31.79,295898.2,198242.44,97655.76
Sub-Saharan Africa,Central African Republic,Snacks,Offline,C,03/05/2013,811231172,3/23/2013,186,152.58,97.44,28379.88,18123.84,10256.04
Central America and the Caribbean,Haiti,Vegetables,Online,H,05/10/2011,246101748,6/19/2011,5831,154.06,90.93,898323.86,530212.83,368111.03
Sub-Saharan Africa,Rwanda,Vegetables,Online,C,1/18/2011,730784642,02/08/2011,4270,154.06,90.93,657836.2,388271.1,269565.1
Central America and the Caribbean,Belize,Clothes,Offline,C,10/06/2010,546578681,10/31/2010,3633,109.28,35.84,397014.24,130206.72,266807.52
Sub-Saharan Africa,Nigeria,Vegetables,Online,L,1/27/2010,295095193,2/21/2010,4080,154.06,90.93,628564.8,370994.4,257570.4
Asia,Tajikistan,Beverages,Offline,C,5/29/2013,648258006,07/02/2013,2805,47.45,31.79,133097.25,89170.95,43926.3
Sub-Saharan Africa,Eritrea,Baby Food,Online,C,02/10/2011,998303449,03/11/2011,9030,255.28,159.42,2305178.4,1439562.6,865615.8
Europe,Montenegro,Fruits,Online,H,07/11/2013,807780349,08/04/2013,9011,9.33,6.92,84072.63,62356.12,21716.51
Sub-Saharan Africa,Nigeria,Cosmetics,Online,H,11/29/2016,959550034,1/15/2017,1033,437.2,263.33,451627.6,272019.89,179607.71
Australia and Oceania,New Zealand,Cosmetics,Offline,L,10/23/2014,606786334,11/06/2014,415,437.2,263.33,181438,109281.95,72156.05
Sub-Saharan Africa,Cape Verde,Personal Care,Offline,C,12/21/2016,322975575,12/26/2016,4505,81.73,56.67,368193.65,255298.35,112895.3
Europe,France,Household,Online,H,4/14/2015,751916587,5/22/2015,7682,668.27,502.54,5133650.14,3860512.28,1273137.86
Asia,Philippines,Meat,Online,M,04/06/2010,357720696,5/19/2010,6358,421.89,364.69,2682376.62,2318699.02,363677.6
North America,Canada,Office Supplies,Online,C,11/09/2014,374811732,12/18/2014,3976,651.21,524.96,2589210.96,2087240.96,501970
Asia,Sri Lanka,Fruits,Online,M,10/12/2012,757926023,10/21/2012,6008,9.33,6.92,56054.64,41575.36,14479.28
Sub-Saharan Africa,Cape Verde,Cereal,Offline,H,05/01/2015,632112395,5/26/2015,4960,205.7,117.11,1020272,580865.6,439406.4
Asia,India,Household,Offline,M,2/19/2012,542732179,03/10/2012,5367,668.27,502.54,3586605.09,2697132.18,889472.91
Middle East and North Africa,Turkey,Snacks,Online,H,10/30/2012,205459201,11/15/2012,8798,152.58,97.44,1342398.84,857277.12,485121.72
Europe,Liechtenstein,Vegetables,Online,C,12/19/2012,756279790,02/06/2013,8851,154.06,90.93,1363585.06,804821.43,558763.63
Sub-Saharan Africa,Swaziland,Snacks,Online,C,12/13/2012,701492774,1/26/2013,6155,152.58,97.44,939129.9,599743.2,339386.7
Asia,India,Clothes,Online,H,3/31/2014,867709481,05/06/2014,3373,109.28,35.84,368601.44,120888.32,247713.12
Europe,Vatican City,Clothes,Offline,H,08/08/2015,351853740,08/10/2015,195,109.28,35.84,21309.6,6988.8,14320.8
Australia and Oceania,Papua New Guinea,Baby Food,Online,L,10/28/2016,571161878,11/29/2016,8347,255.28,159.42,2130822.16,1330678.74,800143.42
Europe,Estonia,Cereal,Offline,M,01/04/2015,313182723,01/04/2015,6582,205.7,117.11,1353917.4,770818.02,583099.38
Europe,Ukraine,Baby Food,Online,M,11/20/2015,685777604,01/09/2016,5687,255.28,159.42,1451777.36,906621.54,545155.82
Sub-Saharan Africa,Gabon,Cosmetics,Offline,H,11/18/2014,167120349,11/24/2014,3480,437.2,263.33,1521456,916388.4,605067.6
Middle East and North Africa,Oman,Meat,Offline,L,1/26/2016,455697286,02/10/2016,9808,421.89,364.69,4137897.12,3576879.52,561017.6
Europe,Norway,Cereal,Offline,C,3/24/2013,620307242,3/27/2013,1552,205.7,117.11,319246.4,181754.72,137491.68
Sub-Saharan Africa,Sudan,Clothes,Online,L,05/05/2016,250061547,5/22/2016,7624,109.28,35.84,833150.72,273244.16,559906.56
Europe,France,Meat,Online,H,7/15/2017,804384028,8/21/2017,3964,421.89,364.69,1672371.96,1445631.16,226740.8
Central America and the Caribbean,The Bahamas,Beverages,Offline,H,7/25/2017,663011014,08/01/2017,8547,47.45,31.79,405555.15,271709.13,133846.02
