Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Sub-Saharan Africa,Cameroon,Cosmetics,Offline,C,9/23/2014,536253678,10/11/2014,8235,437.2,263.33,3600342,2168522.55,1431819.45
Sub-Saharan Africa,Sierra Leone,Cosmetics,Online,H,11/08/2010,140643298,11/12/2010,8332,437.2,263.33,3642750.4,2194065.56,1448684.84
Central America and the Caribbean,Saint Kitts and Nevis ,Vegetables,Online,M,01/05/2012,439767110,1/16/2012,5715,154.06,90.93,880452.9,519664.95,360787.95
Central America and the Caribbean,Antigua and Barbuda ,Baby Food,Online,M,12/25/2011,502423942,01/11/2012,7264,255.28,159.42,1854353.92,1158026.88,696327.04
Asia,Kazakhstan,Snacks,Online,M,03/04/2013,817725121,3/20/2013,1890,152.58,97.44,288376.2,184161.6,104214.6
Australia and Oceania,Marshall Islands,Beverages,Online,H,4/14/2015,145094478,5/24/2015,5535,47.45,31.79,262635.75,175957.65,86678.1
Australia and Oceania,Palau,Clothes,Offline,M,6/30/2011,464268338,08/03/2011,6173,109.28,35.84,674585.44,221240.32,453345.12
Middle East and North Africa,Morocco,Vegetables,Offline,C,12/28/2014,225295531,1/28/2015,8809,154.06,90.93,1357114.54,801002.37,556112.17
Sub-Saharan Africa,Cape Verde,Cereal,Online,C,4/20/2017,198537385,5/17/2017,479,205.7,117.11,98530.3,56095.69,42434.61
Sub-Saharan Africa,Liberia,Household,Online,C,10/21/2014,324667727,10/29/2014,5250,668.27,502.54,3508417.5,2638335,870082.5
Sub-Saharan Africa,Lesotho,Meat,Offline,M,07/08/2012,164672887,7/31/2012,9221,421.89,364.69,3890247.69,3362806.49,527441.2
Europe,France,Beverages,Offline,H,9/26/2012,249851691,10/02/2012,5523,47.45,31.79,262066.35,175576.17,86490.18
Asia,Japan,Fruits,Offline,M,04/03/2011,731815469,04/12/2011,9315,9.33,6.92,86908.95,64459.8,22449.15
Sub-Saharan Africa,Mauritania,Clothes,Offline,L,04/12/2016,932488048,4/30/2016,2790,109.28,35.84,304891.2,99993.6,204897.6
Europe,Switzerland,Personal Care,Offline,H,5/15/2014,694105756,6/21/2014,173,81.73,56.67,14139.29,9803.91,4335.38
Europe,Greece,Snacks,Online,L,02/01/2012,829217422,02/03/2012,2717,152.58,97.44,414559.86,264744.48,149815.38
Europe,Slovenia,Office Supplies,Offline,L,1/16/2017,870684373,02/04/2017,3709,651.21,524.96,2415337.89,1947076.64,468261.25
Europe,Macedonia,Vegetables,Offline,M,06/05/2011,421680438,07/02/2011,3467,154.06,90.93,534126.02,315254.31,218871.71
North America,Mexico,Office Supplies,Online,C,05/05/2016,505691945,06/06/2016,4339,651.21,524.96,2825600.19,2277801.44,547798.75
Sub-Saharan Africa,Angola,Office Supplies,Offline,H,4/27/2012,416517722,5/23/2012,5705,651.21,524.96,3715153.05,2994896.8,720256.25
Europe,Portugal,Beverages,Online,L,3/28/2011,868269097,04/11/2011,8976,47.45,31.79,425911.2,285347.04,140564.16
Asia,Brunei,Household,Online,M,09/05/2014,845369899,10/18/2014,2594,668.27,502.54,1733492.38,1303588.76,429903.62
Europe,Belarus,Cereal,Offline,M,2/25/2010,752556455,3/14/2010,7033,205.7,117.11,1446688.1,823634.63,623053.47
Central America and the Caribbean,Saint Vincent and the Grenadines,Clothes,Online,L,9/25/2012,164877593,10/30/2012,9799,109.28,35.84,1070834.72,351196.16,719638.56
Europe,Finland,Beverages,Online,C,11/05/2015,977694642,11/09/2015,426,47.45,31.79,20213.7,13542.54,6671.16
Asia,Bangladesh,Beverages,Offline,M,03/09/2010,656681430,3/31/2010,5483,47.45,31.79,260168.35,174304.57,85863.78
Middle East and North Africa,Azerbaijan,Beverages,Offline,M,3/28/2010,787824285,3/28/2010,3568,47.45,31.79,169301.6,113426.72,55874.88
Sub-Saharan Africa,Eritrea,Cosmetics,Offline,M,8/14/2012,327422034,9/21/2012,311,437.2,263.33,135969.2,81895.63,54073.57
North America,United States of America,Personal Care,Offline,C,01/05/2015,552086007,2/20/2015,3373,81.73,56.67,275675.29,191147.91,84527.38
Sub-Saharan Africa,Liberia,Vegetables,Online,M,5/17/2012,108740031,06/11/2012,7447,154.06,90.93,1147284.82,677155.71,470129.11
Central America and the Caribbean,The Bahamas,Cereal,Online,L,11/19/2015,864620435,12/29/2015,9255,205.7,117.11,1903753.5,1083853.05,819900.45
Europe,Denmark,Snacks,Online,H,04/06/2011,257276046,5/18/2011,2554,152.58,97.44,389689.32,248861.76,140827.56
Europe,Slovakia,Fruits,Offline,H,08/08/2015,744568192,9/24/2015,3129,9.33,6.92,29193.57,21652.68,7540.89
Sub-Saharan Africa,Liberia,Cereal,Offline,L,12/22/2012,354670703,12/29/2012,3797,205.7,117.11,781042.9,444666.67,336376.23
Sub-Saharan Africa,Swaziland,Clothes,Offline,L,3/28/2011,336069905,05/09/2011,9408,109.28,35.84,1028106.24,337182.72,690923.52
Sub-Saharan Africa,Niger,Baby Food,Offline,H,7/13/2015,207564628,7/17/2015,1841,255.28,159.42,469970.48,293492.22,176478.26
Central America and the Caribbean,Barbados,Cereal,Online,M,11/25/2016,908266198,12/09/2016,5007,205.7,117.11,1029939.9,586369.77,443570.13
Europe,Liechtenstein,Office Supplies,Online,H,04/07/2011,747598445,05/05/2011,9848,651.21,524.96,6413116.08,5169806.08,1243310
Central America and the Caribbean,The Bahamas,Fruits,Online,H,9/26/2010,355297696,10/11/2010,9339,9.33,6.92,87132.87,64625.88,22506.99
Central America and the Caribbean,Trinidad and Tobago,Snacks,Offline,H,2/18/2017,431412780,3/25/2017,3483,152.58,97.44,531436.14,339383.52,192052.62
