Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Sub-Saharan Africa,Cape Verde,Snacks,Offline,L,10/06/2012,998127496,11/05/2012,6961,152.58,97.44,1062109.38,678279.84,383829.54
Europe,Hungary,Baby Food,Online,H,05/12/2012,546322047,06/11/2012,7689,255.28,159.42,1962847.92,1225780.38,737067.54
Europe,Ukraine,Baby Food,Online,L,3/30/2017,699602353,4/13/2017,6738,255.28,159.42,1720076.64,1074171.96,645904.68
Europe,Slovakia,Meat,Online,H,03/11/2012,133017241,04/08/2012,1613,421.89,364.69,680508.57,588244.97,92263.6
North America,United States of America,Clothes,Online,L,05/08/2013,741928040,06/08/2013,1849,109.28,35.84,202058.72,66268.16,135790.56
Europe,Czech Republic,Cosmetics,Online,C,06/02/2011,892008578,6/23/2011,4016,437.2,263.33,1755795.2,1057533.28,698261.92
Europe,Georgia,Clothes,Online,M,4/21/2013,369245183,4/29/2013,6710,109.28,35.84,733268.8,240486.4,492782.4
North America,United States of America,Snacks,Offline,L,8/18/2015,829936683,9/29/2015,5562,152.58,97.44,848649.96,541961.28,306688.68
Sub-Saharan Africa,Cote d'Ivoire,Vegetables,Offline,L,1/26/2016,850694406,2/28/2016,8234,154.06,90.93,1268530.04,748717.62,519812.42
Asia,Mongolia,Office Supplies,Online,C,2/27/2017,878442180,04/02/2017,9417,651.21,524.96,6132444.57,4943548.32,1188896.25
Sub-Saharan Africa,Republic of the Congo,Snacks,Online,L,12/05/2014,980416333,12/12/2014,5835,152.58,97.44,890304.3,568562.4,321741.9
Asia,Sri Lanka,Office Supplies,Offline,M,04/01/2010,394165694,04/07/2010,1243,651.21,524.96,809454.03,652525.28,156928.75
Central America and the Caribbean,Nicaragua,Beverages,Offline,L,8/19/2012,677551591,10/03/2012,1427,47.45,31.79,67711.15,45364.33,22346.82
Asia,North Korea,Cereal,Offline,C,9/25/2013,758747851,10/23/2013,9205,205.7,117.11,1893468.5,1077997.55,815470.95
Asia,Cambodia,Office Supplies,Online,M,10/31/2013,986240804,11/21/2013,9425,651.21,524.96,6137654.25,4947748,1189906.25
Central America and the Caribbean,Cuba,Meat,Online,H,6/28/2010,878829276,7/28/2010,3967,421.89,364.69,1673637.63,1446725.23,226912.4
