Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Australia and Oceania,Federated States of Micronesia,Vegetables,Online,H,11/16/2010,906000268,12/09/2010,4467,154.06,90.93,688186.02,406184.31,282001.71
Asia,Sri Lanka,Cosmetics,Offline,L,09/10/2015,168330562,9/18/2015,1609,437.2,263.33,703454.8,423697.97,279756.83
Asia,Maldives,Beverages,Offline,M,3/29/2012,366215360,4/20/2012,118,47.45,31.79,5599.1,3751.22,1847.88
Australia and Oceania,Papua New Guinea,Office Supplies,Online,M,9/17/2013,849703490,11/05/2013,5000,651.21,524.96,3256050,2624800,631250
Sub-Saharan Africa,Guinea-Bissau,Cosmetics,Offline,C,8/19/2011,589156281,9/22/2011,3291,437.2,263.33,1438825.2,866619.03,572206.17
Sub-Saharan Africa,Sudan,Clothes,Online,M,07/09/2017,425247561,7/23/2017,9058,109.28,35.84,989858.24,324638.72,665219.52
Central America and the Caribbean,Cuba,Household,Offline,H,09/05/2013,818963658,10/11/2013,8401,668.27,502.54,5614136.27,4221838.54,1392297.73
North America,Canada,Fruits,Online,M,7/21/2017,501603400,8/27/2017,4448,9.33,6.92,41499.84,30780.16,10719.68
Europe,Belgium,Snacks,Online,M,05/10/2017,524778115,5/25/2017,2361,152.58,97.44,360241.38,230055.84,130185.54
Sub-Saharan Africa,Nigeria,Household,Offline,H,9/23/2013,210411632,10/03/2013,4332,668.27,502.54,2894945.64,2177003.28,717942.36
Australia and Oceania,Tonga,Snacks,Offline,M,12/12/2015,300740277,01/05/2016,4586,152.58,97.44,699731.88,446859.84,252872.04
Australia and Oceania,Samoa ,Meat,Offline,H,06/03/2015,708312880,7/18/2015,4376,421.89,364.69,1846190.64,1595883.44,250307.2
Australia and Oceania,Fiji,Personal Care,Offline,L,3/14/2012,965990769,04/08/2012,6990,81.73,56.67,571292.7,396123.3,175169.4
Europe,Iceland,Cereal,Online,C,03/08/2011,676947772,3/14/2011,2744,205.7,117.11,564440.8,321349.84,243090.96
Sub-Saharan Africa,Central African Republic,Household,Offline,C,10/05/2010,864670217,11/18/2010,3987,668.27,502.54,2664392.49,2003626.98,660765.51
Sub-Saharan Africa,Chad,Vegetables,Online,C,03/06/2014,822956931,04/05/2014,99,154.06,90.93,15251.94,9002.07,6249.87
Asia,Maldives,Personal Care,Offline,H,08/05/2010,365919244,8/25/2010,2491,81.73,56.67,203589.43,141164.97,62424.46
Sub-Saharan Africa,Tanzania,Cosmetics,Online,L,9/28/2016,277980983,10/07/2016,9605,437.2,263.33,4199306,2529284.65,1670021.35
Asia,Thailand,Office Supplies,Online,C,7/23/2012,963878476,7/27/2012,1915,651.21,524.96,1247067.15,1005298.4,241768.75
Asia,Thailand,Baby Food,Online,C,02/10/2013,198660552,02/11/2013,6927,255.28,159.42,1768324.56,1104302.34,664022.22
Asia,Vietnam,Cereal,Online,M,10/31/2011,777688539,11/09/2011,4175,205.7,117.11,858797.5,488934.25,369863.25
Sub-Saharan Africa,Mauritania,Cosmetics,Online,M,7/23/2014,166636264,8/18/2014,228,437.2,263.33,99681.6,60039.24,39642.36
Sub-Saharan Africa,Burkina Faso,Fruits,Online,M,1/20/2013,851490056,02/01/2013,3684,9.33,6.92,34371.72,25493.28,8878.44
Central America and the Caribbean,Saint Lucia,Household,Offline,C,07/09/2011,888548743,7/25/2011,174,668.27,502.54,116278.98,87441.96,28837.02
Europe,Vatican City,Vegetables,Online,L,3/14/2015,654423654,3/14/2015,7357,154.06,90.93,1133419.42,668972.01,464447.41
North America,Canada,Vegetables,Offline,M,6/26/2011,596038615,07/11/2011,9926,154.06,90.93,1529199.56,902571.18,626628.38
Sub-Saharan Africa,Gabon,Meat,Offline,M,7/18/2011,780629956,08/12/2011,4606,421.89,364.69,1943225.34,1679762.14,263463.2
Sub-Saharan Africa,Benin,Household,Online,H,04/03/2016,445746505,05/05/2016,5151,668.27,502.54,3442258.77,2588583.54,853675.23
Central America and the Caribbean,Saint Lucia,Meat,Online,C,06/01/2012,249249589,06/01/2012,7347,421.89,364.69,3099625.83,2679377.43,420248.4
Europe,Portugal,Beverages,Offline,L,5/22/2014,919313037,6/26/2014,4012,47.45,31.79,190369.4,127541.48,62827.92
