Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Spain,Fruits,Offline,M,7/21/2013,346269166,7/21/2013,7596,9.33,6.92,70870.68,52564.32,18306.36
Europe,Bosnia and Herzegovina,Cosmetics,Offline,M,05/07/2012,686632907,06/10/2012,8791,437.2,263.33,3843425.2,2314934.03,1528491.17
Asia,Tajikistan,Household,Offline,H,1/30/2015,311965215,2/20/2015,6294,668.27,502.54,4206091.38,3162986.76,1043104.62
Europe,Iceland,Office Supplies,Offline,M,08/01/2014,428564918,09/07/2014,738,651.21,524.96,480592.98,387420.48,93172.5
Europe,Iceland,Beverages,Online,L,4/27/2012,963043344,5/15/2012,4781,47.45,31.79,226858.45,151987.99,74870.46
Sub-Saharan Africa,Mozambique,Clothes,Offline,C,8/13/2014,112324321,9/23/2014,8117,109.28,35.84,887025.76,290913.28,596112.48
Europe,Bulgaria,Cosmetics,Online,H,9/14/2013,193644177,10/27/2013,2470,437.2,263.33,1079884,650425.1,429458.9
Sub-Saharan Africa,Mozambique,Household,Online,H,04/01/2014,894551742,04/02/2014,6594,668.27,502.54,4406572.38,3313748.76,1092823.62
Middle East and North Africa,Qatar,Vegetables,Offline,C,5/28/2014,622908341,06/05/2014,1275,154.06,90.93,196426.5,115935.75,80490.75
Sub-Saharan Africa,Madagascar,Office Supplies,Offline,L,03/07/2017,556887805,4/16/2017,4332,651.21,524.96,2821041.72,2274126.72,546915
Sub-Saharan Africa,Burundi,Baby Food,Offline,C,07/01/2011,594976460,08/10/2011,5611,255.28,159.42,1432376.08,894505.62,537870.46
Europe,Moldova ,Cosmetics,Online,M,11/08/2013,705973136,12/16/2013,1994,437.2,263.33,871776.8,525080.02,346696.78
Europe,Russia,Household,Online,L,07/09/2011,478989160,08/05/2011,2391,668.27,502.54,1597833.57,1201573.14,396260.43
Central America and the Caribbean,Panama,Meat,Offline,H,10/04/2011,473448359,11/13/2011,2745,421.89,364.69,1158088.05,1001074.05,157014
Central America and the Caribbean,Saint Lucia,Vegetables,Online,L,05/01/2015,869087064,5/22/2015,1030,154.06,90.93,158681.8,93657.9,65023.9
Central America and the Caribbean,Grenada,Cereal,Online,C,09/10/2012,115954101,9/13/2012,2250,205.7,117.11,462825,263497.5,199327.5
Europe,Sweden,Cereal,Offline,L,7/13/2010,784410798,8/17/2010,3441,205.7,117.11,707813.7,402975.51,304838.19
Sub-Saharan Africa,Ethiopia,Cereal,Online,L,10/15/2012,115130984,12/03/2012,8672,205.7,117.11,1783830.4,1015577.92,768252.48
Central America and the Caribbean,Grenada,Office Supplies,Online,H,11/29/2016,369100987,01/12/2017,4039,651.21,524.96,2630237.19,2120313.44,509923.75
Sub-Saharan Africa,Ethiopia,Household,Online,H,1/21/2010,277619636,1/27/2010,2674,668.27,502.54,1786953.98,1343791.96,443162.02
