Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Australia and Oceania,Fiji,Vegetables,Online,C,6/26/2013,214259850,8/14/2013,3106,154.06,90.93,478510.36,282428.58,196081.78
Europe,Finland,Office Supplies,Offline,H,9/22/2011,471951472,11/04/2011,9783,651.21,524.96,6370787.43,5135683.68,1235103.75
Australia and Oceania,Nauru,Personal Care,Offline,H,2/14/2014,835510098,2/18/2014,4860,81.73,56.67,397207.8,275416.2,121791.6
Europe,Iceland,Cosmetics,Offline,M,12/06/2014,204984557,1/16/2015,8341,437.2,263.33,3646685.2,2196435.53,1450249.67
Asia,Philippines,Cereal,Offline,M,1/13/2017,700736176,02/08/2017,2261,205.7,117.11,465087.7,264785.71,200301.99
Asia,China,Household,Online,L,01/12/2013,913438785,1/29/2013,5690,668.27,502.54,3802456.3,2859452.6,943003.7
Australia and Oceania,Australia,Household,Offline,M,9/23/2011,854078710,11/02/2011,9725,668.27,502.54,6498925.75,4887201.5,1611724.25
Australia and Oceania,Palau,Cereal,Online,L,8/17/2011,603954780,8/21/2011,2495,205.7,117.11,513221.5,292189.45,221032.05
Middle East and North Africa,Morocco,Personal Care,Online,H,4/22/2012,764678323,5/28/2012,4163,81.73,56.67,340241.99,235917.21,104324.78
Asia,Thailand,Baby Food,Online,M,8/14/2010,208173167,9/30/2010,1921,255.28,159.42,490392.88,306245.82,184147.06
Asia,Indonesia,Baby Food,Online,M,1/21/2012,126675641,02/03/2012,4992,255.28,159.42,1274357.76,795824.64,478533.12
Sub-Saharan Africa,Burundi,Cereal,Offline,C,10/25/2011,882734572,10/25/2011,9631,205.7,117.11,1981096.7,1127886.41,853210.29
Sub-Saharan Africa,Burundi,Snacks,Offline,C,9/24/2013,659211289,10/30/2013,4125,152.58,97.44,629392.5,401940,227452.5
Asia,Kyrgyzstan,Personal Care,Online,H,05/05/2011,409279620,06/10/2011,3790,81.73,56.67,309756.7,214779.3,94977.4
Sub-Saharan Africa,Comoros,Household,Offline,C,5/26/2014,706425893,6/26/2014,5975,668.27,502.54,3992913.25,3002676.5,990236.75
Australia and Oceania,Kiribati,Meat,Online,L,10/15/2014,394448935,11/21/2014,5060,421.89,364.69,2134763.4,1845331.4,289432
Sub-Saharan Africa,Zimbabwe,Cereal,Online,C,01/10/2013,637460076,2/14/2013,7457,205.7,117.11,1533904.9,873289.27,660615.63
Middle East and North Africa,Saudi Arabia,Household,Online,M,6/29/2014,869883143,8/14/2014,6608,668.27,502.54,4415928.16,3320784.32,1095143.84
Europe,Georgia,Cereal,Online,H,6/22/2010,146454465,6/22/2010,7986,205.7,117.11,1642720.2,935240.46,707479.74
Asia,Turkmenistan,Meat,Online,L,04/04/2012,292222869,4/25/2012,4096,421.89,364.69,1728061.44,1493770.24,234291.2
Europe,Cyprus,Personal Care,Offline,C,1/22/2017,952549684,03/04/2017,9474,81.73,56.67,774310.02,536891.58,237418.44
Asia,North Korea,Vegetables,Online,C,10/15/2011,943108737,11/16/2011,5688,154.06,90.93,876293.28,517209.84,359083.44
Europe,Greece,Vegetables,Offline,M,9/18/2014,499886357,10/19/2014,6337,154.06,90.93,976278.22,576223.41,400054.81
Sub-Saharan Africa,Burkina Faso,Fruits,Offline,H,02/04/2011,829181373,2/15/2011,2049,9.33,6.92,19117.17,14179.08,4938.09
Europe,Belarus,Household,Offline,M,7/17/2017,957605111,7/27/2017,5487,668.27,502.54,3666797.49,2757436.98,909360.51
Australia and Oceania,Australia,Baby Food,Online,C,02/02/2010,882081401,02/05/2010,6343,255.28,159.42,1619241.04,1011201.06,608039.98
Middle East and North Africa,Algeria,Household,Online,H,04/07/2011,219846570,05/06/2011,6340,668.27,502.54,4236831.8,3186103.6,1050728.2
Australia and Oceania,Samoa ,Cereal,Offline,C,7/31/2010,458449447,8/15/2010,4234,205.7,117.11,870933.8,495843.74,375090.06
Middle East and North Africa,Tunisia ,Vegetables,Offline,H,10/08/2013,905751359,10/09/2013,810,154.06,90.93,124788.6,73653.3,51135.3
