Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Sub-Saharan Africa,Burkina Faso,Personal Care,Online,M,2/25/2010,588394105,3/19/2010,7746,81.73,56.67,633080.58,438965.82,194114.76
Europe,Hungary,Household,Online,C,4/15/2017,205857455,4/15/2017,6650,668.27,502.54,4443995.5,3341891,1102104.5
Europe,Iceland,Fruits,Offline,C,7/26/2013,781726872,7/30/2013,9208,9.33,6.92,85910.64,63719.36,22191.28
Central America and the Caribbean,Haiti,Meat,Offline,H,10/04/2010,372301185,11/06/2010,1049,421.89,364.69,442562.61,382559.81,60002.8
Sub-Saharan Africa,Swaziland,Vegetables,Offline,H,02/10/2014,254191720,3/31/2014,9834,154.06,90.93,1515026.04,894205.62,620820.42
Europe,Macedonia,Snacks,Offline,H,01/07/2011,874322307,01/07/2011,255,152.58,97.44,38907.9,24847.2,14060.7
Europe,Andorra,Beverages,Offline,L,8/24/2012,499929273,8/27/2012,9036,47.45,31.79,428758.2,287254.44,141503.76
Australia and Oceania,New Zealand,Office Supplies,Online,L,4/19/2012,168561446,4/28/2012,9933,651.21,524.96,6468468.93,5214427.68,1254041.25
Sub-Saharan Africa,Niger,Baby Food,Online,H,12/03/2011,538080155,01/06/2012,8730,255.28,159.42,2228594.4,1391736.6,836857.8
Sub-Saharan Africa,Botswana,Office Supplies,Offline,M,9/23/2010,536659228,10/23/2010,8246,651.21,524.96,5369877.66,4328820.16,1041057.5
Asia,Taiwan,Cosmetics,Offline,C,7/30/2016,512784993,8/14/2016,3330,437.2,263.33,1455876,876888.9,578987.1
Middle East and North Africa,Pakistan,Snacks,Online,H,11/23/2011,885256278,01/07/2012,5860,152.58,97.44,894118.8,570998.4,323120.4
Australia and Oceania,Australia,Snacks,Online,H,06/10/2010,793184411,7/17/2010,9748,152.58,97.44,1487349.84,949845.12,537504.72
North America,Greenland,Meat,Offline,C,9/15/2015,345993220,11/02/2015,5937,421.89,364.69,2504760.93,2165164.53,339596.4
Europe,Belarus,Cosmetics,Online,L,1/30/2017,173419034,3/20/2017,7401,437.2,263.33,3235717.2,1948905.33,1286811.87
Sub-Saharan Africa,Madagascar,Baby Food,Online,C,5/25/2016,975510680,07/12/2016,4143,255.28,159.42,1057625.04,660477.06,397147.98
North America,United States of America,Baby Food,Online,H,7/15/2016,372629487,7/30/2016,8201,255.28,159.42,2093551.28,1307403.42,786147.86
Europe,Moldova ,Meat,Online,M,02/03/2010,555449283,2/14/2010,8641,421.89,364.69,3645551.49,3151286.29,494265.2
Middle East and North Africa,Pakistan,Cosmetics,Offline,H,06/12/2013,634956395,6/23/2013,6562,437.2,263.33,2868906.4,1727971.46,1140934.94
Asia,Philippines,Baby Food,Offline,L,7/13/2017,692449653,08/06/2017,95,255.28,159.42,24251.6,15144.9,9106.7
Asia,Tajikistan,Snacks,Offline,M,05/08/2014,429540383,06/03/2014,9400,152.58,97.44,1434252,915936,518316
Sub-Saharan Africa,Eritrea,Office Supplies,Online,M,11/26/2015,518152415,12/25/2015,1669,651.21,524.96,1086869.49,876158.24,210711.25
Europe,Belgium,Vegetables,Online,H,7/14/2012,350522077,7/24/2012,6127,154.06,90.93,943925.62,557128.11,386797.51
North America,Canada,Cosmetics,Offline,C,08/02/2014,289198195,09/05/2014,9028,437.2,263.33,3947041.6,2377343.24,1569698.36
Asia,South Korea,Meat,Online,L,9/30/2010,317042100,10/27/2010,8658,421.89,364.69,3652723.62,3157486.02,495237.6
Sub-Saharan Africa,Swaziland,Household,Online,L,04/11/2017,487227618,4/18/2017,334,668.27,502.54,223202.18,167848.36,55353.82
Australia and Oceania,Kiribati,Beverages,Online,L,8/19/2013,473241078,8/22/2013,1406,47.45,31.79,66714.7,44696.74,22017.96
Europe,Slovenia,Clothes,Online,M,06/03/2014,918881309,07/07/2014,6254,109.28,35.84,683437.12,224143.36,459293.76
Sub-Saharan Africa,Ethiopia,Cosmetics,Offline,H,08/02/2012,288259637,8/30/2012,1287,437.2,263.33,562676.4,338905.71,223770.69
Europe,Albania,Vegetables,Offline,H,07/03/2013,715799891,07/08/2013,9949,154.06,90.93,1532742.94,904662.57,628080.37
North America,Greenland,Cosmetics,Online,H,1/14/2016,356238400,03/04/2016,7714,437.2,263.33,3372560.8,2031327.62,1341233.18
Europe,Liechtenstein,Snacks,Offline,H,4/30/2016,134623992,5/31/2016,7086,152.58,97.44,1081181.88,690459.84,390722.04
Central America and the Caribbean,Guatemala,Cereal,Offline,C,08/04/2011,596317994,09/07/2011,2601,205.7,117.11,535025.7,304603.11,230422.59
