Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Finland,Fruits,Online,H,11/03/2015,886698663,12/08/2015,2694,9.33,6.92,25135.02,18642.48,6492.54
Asia,Taiwan,Household,Online,C,7/21/2016,936748683,7/21/2016,3607,668.27,502.54,2410449.89,1812661.78,597788.11
Middle East and North Africa,Libya,Meat,Online,C,01/03/2010,663759458,01/08/2010,29,421.89,364.69,12234.81,10576.01,1658.8
Australia and Oceania,Papua New Guinea,Office Supplies,Offline,M,4/13/2011,542779815,5/29/2011,9464,651.21,524.96,6163051.44,4968221.44,1194830
Sub-Saharan Africa,Angola,Meat,Offline,L,10/16/2013,669171082,11/14/2013,1449,421.89,364.69,611318.61,528435.81,82882.8
Sub-Saharan Africa,Zimbabwe,Vegetables,Offline,H,10/25/2015,308607089,10/29/2015,2550,154.06,90.93,392853,231871.5,160981.5
Middle East and North Africa,United Arab Emirates,Snacks,Offline,C,09/08/2016,147074162,10/09/2016,1368,152.58,97.44,208729.44,133297.92,75431.52
Central America and the Caribbean,Honduras,Meat,Offline,C,01/10/2013,940871131,1/18/2013,3531,421.89,364.69,1489693.59,1287720.39,201973.2
Sub-Saharan Africa,Malawi,Baby Food,Offline,M,02/02/2010,366609323,3/24/2010,6700,255.28,159.42,1710376,1068114,642262
Asia,Brunei,Personal Care,Online,C,5/28/2010,671212565,06/01/2010,5569,81.73,56.67,455154.37,315595.23,139559.14
Europe,Finland,Cereal,Online,C,7/28/2017,121917188,09/03/2017,6860,205.7,117.11,1411102,803374.6,607727.4
Europe,Albania,Vegetables,Offline,H,4/28/2017,656272017,6/16/2017,4329,154.06,90.93,666925.74,393635.97,273289.77
Middle East and North Africa,Iran,Baby Food,Online,C,08/06/2011,232138383,08/11/2011,3761,255.28,159.42,960108.08,599578.62,360529.46
Sub-Saharan Africa,Mauritius ,Snacks,Offline,H,10/04/2014,477690112,10/14/2014,7974,152.58,97.44,1216672.92,776986.56,439686.36
Sub-Saharan Africa,Senegal,Vegetables,Online,C,12/14/2011,841413533,1/14/2012,1817,154.06,90.93,279927.02,165219.81,114707.21
Europe,Denmark,Cosmetics,Online,C,11/18/2015,842107474,12/10/2015,7170,437.2,263.33,3134724,1888076.1,1246647.9
Middle East and North Africa,Israel,Personal Care,Offline,C,01/10/2010,518883264,01/12/2010,7943,81.73,56.67,649181.39,450129.81,199051.58
Sub-Saharan Africa,Equatorial Guinea,Cereal,Online,M,01/08/2013,881164729,02/06/2013,5080,205.7,117.11,1044956,594918.8,450037.2
Middle East and North Africa,Libya,Snacks,Online,C,04/04/2014,758688199,4/25/2014,1553,152.58,97.44,236956.74,151324.32,85632.42
Middle East and North Africa,Libya,Cosmetics,Offline,L,7/25/2015,851502501,09/01/2015,7367,437.2,263.33,3220852.4,1939952.11,1280900.29
Middle East and North Africa,Saudi Arabia,Cereal,Online,M,3/31/2012,579968965,3/31/2012,4560,205.7,117.11,937992,534021.6,403970.4
Middle East and North Africa,Iran,Household,Offline,H,1/20/2012,334761416,02/08/2012,2197,668.27,502.54,1468189.19,1104080.38,364108.81
Sub-Saharan Africa,Mauritania,Snacks,Offline,C,3/18/2016,126866185,04/03/2016,1378,152.58,97.44,210255.24,134272.32,75982.92
Europe,Bulgaria,Household,Online,C,8/30/2015,937582099,09/02/2015,233,668.27,502.54,155706.91,117091.82,38615.09
Sub-Saharan Africa,Equatorial Guinea,Household,Online,L,7/18/2017,668520486,7/24/2017,8923,668.27,502.54,5962973.21,4484164.42,1478808.79
North America,Mexico,Snacks,Online,L,2/23/2011,891605174,04/01/2011,4639,152.58,97.44,707818.62,452024.16,255794.46
Asia,Laos,Personal Care,Offline,H,02/07/2017,999072492,03/01/2017,6607,81.73,56.67,539990.11,374418.69,165571.42
Asia,Japan,Clothes,Online,C,6/19/2015,453471267,7/15/2015,1080,109.28,35.84,118022.4,38707.2,79315.2
Asia,Nepal,Personal Care,Online,M,1/24/2010,137662827,2/21/2010,6345,81.73,56.67,518576.85,359571.15,159005.7
Middle East and North Africa,Somalia,Household,Online,H,03/01/2017,104821002,04/12/2017,7719,668.27,502.54,5158376.13,3879106.26,1279269.87
Europe,Iceland,Fruits,Offline,L,3/22/2016,928432118,05/10/2016,2551,9.33,6.92,23800.83,17652.92,6147.91
Sub-Saharan Africa,Mali,Household,Online,C,04/07/2014,552295005,4/22/2014,5220,668.27,502.54,3488369.4,2623258.8,865110.6
Sub-Saharan Africa,Republic of the Congo,Baby Food,Online,C,10/26/2011,140520989,11/17/2011,2138,255.28,159.42,545788.64,340839.96,204948.68
Sub-Saharan Africa,Botswana,Meat,Online,H,04/02/2014,927533900,5/13/2014,6748,421.89,364.69,2846913.72,2460928.12,385985.6
Middle East and North Africa,Algeria,Baby Food,Offline,H,11/09/2012,168070065,11/10/2012,4522,255.28,159.42,1154376.16,720897.24,433478.92
Asia,Brunei,Household,Online,M,05/09/2011,587178313,06/04/2011,7966,668.27,502.54,5323438.82,4003233.64,1320205.18
Asia,Bangladesh,Cosmetics,Online,H,07/09/2014,930219972,8/27/2014,1616,437.2,263.33,706515.2,425541.28,280973.92
Middle East and North Africa,Turkey,Meat,Online,H,11/03/2016,912868869,12/15/2016,7039,421.89,364.69,2969683.71,2567052.91,402630.8
Sub-Saharan Africa,Malawi,Cosmetics,Offline,H,11/15/2013,771111333,12/25/2013,7834,437.2,263.33,3425024.8,2062927.22,1362097.58
Asia,Malaysia,Baby Food,Offline,H,08/03/2013,811246192,8/22/2013,4631,255.28,159.42,1182201.68,738274.02,443927.66
Europe,Greece,Vegetables,Offline,H,6/16/2017,959884774,6/30/2017,90,154.06,90.93,13865.4,8183.7,5681.7
Europe,Italy,Beverages,Online,H,8/26/2016,313950908,8/28/2016,3905,47.45,31.79,185292.25,124139.95,61152.3
Sub-Saharan Africa,Djibouti,Beverages,Offline,H,12/26/2010,290680921,1/17/2011,7799,47.45,31.79,370062.55,247930.21,122132.34
Europe,Ireland,Snacks,Offline,M,09/09/2012,577623641,10/29/2012,526,152.58,97.44,80257.08,51253.44,29003.64
Middle East and North Africa,Libya,Clothes,Online,C,05/09/2012,482640397,06/05/2012,2874,109.28,35.84,314070.72,103004.16,211066.56
Europe,Russia,Beverages,Offline,C,12/22/2012,283905017,1/22/2013,2658,47.45,31.79,126122.1,84497.82,41624.28
Europe,Finland,Office Supplies,Offline,L,1/22/2011,779903829,1/26/2011,9729,651.21,524.96,6335622.09,5107335.84,1228286.25
Europe,France,Vegetables,Online,C,07/10/2015,139435660,08/07/2015,965,154.06,90.93,148667.9,87747.45,60920.45
Australia and Oceania,Kiribati,Meat,Online,M,8/21/2013,651611840,10/04/2013,5279,421.89,364.69,2227157.31,1925198.51,301958.8
Australia and Oceania,East Timor,Snacks,Online,L,09/02/2012,175856196,10/07/2012,8611,152.58,97.44,1313866.38,839055.84,474810.54
Asia,Japan,Baby Food,Offline,H,5/19/2013,691905057,07/04/2013,8937,255.28,159.42,2281437.36,1424736.54,856700.82
Europe,Italy,Snacks,Online,H,10/19/2013,649807250,10/29/2013,1260,152.58,97.44,192250.8,122774.4,69476.4
Australia and Oceania,New Zealand,Beverages,Offline,C,01/12/2013,819924104,02/05/2013,2618,47.45,31.79,124224.1,83226.22,40997.88
Middle East and North Africa,Afghanistan,Clothes,Offline,H,01/12/2015,242929446,02/03/2015,7076,109.28,35.84,773265.28,253603.84,519661.44
Middle East and North Africa,Somalia,Snacks,Offline,M,3/30/2017,279809606,04/02/2017,735,152.58,97.44,112146.3,71618.4,40527.9
Sub-Saharan Africa,Tanzania,Personal Care,Offline,M,5/22/2014,561863410,5/26/2014,6724,81.73,56.67,549552.52,381049.08,168503.44
Sub-Saharan Africa,Burundi,Cosmetics,Offline,H,5/26/2017,340702188,6/19/2017,203,437.2,263.33,88751.6,53455.99,35295.61
North America,United States of America,Baby Food,Online,C,10/11/2011,738249766,10/11/2011,3366,255.28,159.42,859272.48,536607.72,322664.76
Europe,Estonia,Cereal,Online,L,5/13/2014,696742475,6/18/2014,436,205.7,117.11,89685.2,51059.96,38625.24
Europe,Armenia,Personal Care,Online,L,7/28/2016,128729140,8/16/2016,2668,81.73,56.67,218055.64,151195.56,66860.08
Europe,Switzerland,Meat,Online,H,11/18/2010,367071092,11/20/2010,3348,421.89,364.69,1412487.72,1220982.12,191505.6
Europe,Vatican City,Household,Offline,L,05/02/2017,114942157,5/30/2017,2793,668.27,502.54,1866478.11,1403594.22,462883.89
Sub-Saharan Africa,Ethiopia,Baby Food,Online,L,08/09/2011,395828664,08/09/2011,3353,255.28,159.42,855953.84,534535.26,321418.58
Australia and Oceania,New Zealand,Fruits,Online,H,1/28/2012,503529441,02/08/2012,4406,9.33,6.92,41107.98,30489.52,10618.46
Sub-Saharan Africa,Sao Tome and Principe,Cereal,Offline,H,6/28/2015,252155816,7/15/2015,7364,205.7,117.11,1514774.8,862398.04,652376.76
Europe,Spain,Cosmetics,Offline,M,11/09/2015,426131618,11/21/2015,670,437.2,263.33,292924,176431.1,116492.9
Sub-Saharan Africa,Sierra Leone,Snacks,Online,C,10/29/2015,530193173,11/02/2015,4797,152.58,97.44,731926.26,467419.68,264506.58
Europe,Cyprus,Clothes,Online,L,05/01/2015,139389312,06/09/2015,7250,109.28,35.84,792280,259840,532440
Asia,Singapore,Cosmetics,Online,H,5/14/2015,249081361,06/09/2015,7565,437.2,263.33,3307418,1992091.45,1315326.55
Sub-Saharan Africa,Seychelles ,Meat,Offline,H,3/14/2014,124943149,3/25/2014,2309,421.89,364.69,974144.01,842069.21,132074.8
Asia,Taiwan,Clothes,Offline,L,03/06/2011,452961003,03/12/2011,82,109.28,35.84,8960.96,2938.88,6022.08
Sub-Saharan Africa,Lesotho,Vegetables,Online,H,6/25/2010,189433753,07/05/2010,6512,154.06,90.93,1003238.72,592136.16,411102.56
Sub-Saharan Africa,Cameroon,Baby Food,Offline,H,5/16/2017,610972726,6/21/2017,9262,255.28,159.42,2364403.36,1476548.04,887855.32
Asia,China,Baby Food,Online,H,8/29/2011,364501750,9/30/2011,3023,255.28,159.42,771711.44,481926.66,289784.78
Sub-Saharan Africa,Sudan,Cereal,Online,C,02/03/2012,417257153,2/17/2012,4519,205.7,117.11,929558.3,529220.09,400338.21
Sub-Saharan Africa,Gabon,Cereal,Online,L,12/19/2011,906787765,1/21/2012,7505,205.7,117.11,1543778.5,878910.55,664867.95
Asia,Bangladesh,Clothes,Offline,H,3/24/2013,690954911,3/29/2013,7768,109.28,35.84,848887.04,278405.12,570481.92
Europe,Latvia,Beverages,Online,M,02/05/2015,497932422,03/11/2015,8124,47.45,31.79,385483.8,258261.96,127221.84
Central America and the Caribbean,Dominican Republic,Beverages,Offline,L,4/14/2010,676206624,5/19/2010,3422,47.45,31.79,162373.9,108785.38,53588.52
Central America and the Caribbean,Nicaragua,Office Supplies,Online,L,07/02/2011,744576346,7/17/2011,5542,651.21,524.96,3609005.82,2909328.32,699677.5
Europe,Norway,Clothes,Online,M,5/15/2017,742152917,6/26/2017,8395,109.28,35.84,917405.6,300876.8,616528.8
Europe,Ireland,Vegetables,Online,L,3/24/2016,778360164,4/16/2016,2924,154.06,90.93,450471.44,265879.32,184592.12
Central America and the Caribbean,Saint Kitts and Nevis ,Meat,Online,C,8/15/2012,582934415,09/11/2012,2102,421.89,364.69,886812.78,766578.38,120234.4
Sub-Saharan Africa,Mozambique,Vegetables,Online,L,12/11/2015,855924499,12/25/2015,5935,154.06,90.93,914346.1,539669.55,374676.55
