Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Middle East and North Africa,Bahrain,Fruits,Offline,L,09/05/2012,179359376,9/13/2012,5280,9.33,6.92,49262.4,36537.6,12724.8
Europe,Finland,Vegetables,Online,L,02/11/2016,666500461,2/28/2016,1152,154.06,90.93,177477.12,104751.36,72725.76
Sub-Saharan Africa,The Gambia,Personal Care,Offline,H,10/12/2013,297985112,10/15/2013,9271,81.73,56.67,757718.83,525387.57,232331.26
Sub-Saharan Africa,Mozambique,Snacks,Offline,M,8/29/2013,280112159,10/10/2013,267,152.58,97.44,40738.86,26016.48,14722.38
Sub-Saharan Africa,Seychelles ,Office Supplies,Offline,L,3/20/2017,539492928,04/08/2017,6801,651.21,524.96,4428879.21,3570252.96,858626.25
Central America and the Caribbean,The Bahamas,Baby Food,Online,H,8/18/2015,173051249,8/28/2015,8565,255.28,159.42,2186473.2,1365432.3,821040.9
Europe,United Kingdom,Snacks,Online,L,04/11/2016,598023450,4/16/2016,7283,152.58,97.44,1111240.14,709655.52,401584.62
Sub-Saharan Africa,Democratic Republic of the Congo,Office Supplies,Online,H,04/02/2016,601958358,05/02/2016,1710,651.21,524.96,1113569.1,897681.6,215887.5
Asia,Japan,Clothes,Online,H,9/16/2013,392717301,10/12/2013,2631,109.28,35.84,287515.68,94295.04,193220.64
Sub-Saharan Africa,Equatorial Guinea,Vegetables,Offline,L,8/28/2011,248474109,9/18/2011,7865,154.06,90.93,1211681.9,715164.45,496517.45
Australia and Oceania,Palau,Beverages,Offline,M,2/28/2014,967715108,03/07/2014,7260,47.45,31.79,344487,230795.4,113691.6
Europe,Andorra,Clothes,Online,L,01/01/2015,719239127,1/16/2015,7696,109.28,35.84,841018.88,275824.64,565194.24
Asia,Singapore,Personal Care,Online,L,08/04/2016,892157495,09/11/2016,8083,81.73,56.67,660623.59,458063.61,202559.98
Europe,Albania,Office Supplies,Offline,C,1/21/2011,245894038,1/28/2011,4365,651.21,524.96,2842531.65,2291450.4,551081.25
Europe,Sweden,Baby Food,Online,L,4/17/2014,760185086,05/06/2014,4515,255.28,159.42,1152589.2,719781.3,432807.9
Sub-Saharan Africa,Togo,Baby Food,Online,H,10/08/2016,885079467,10/13/2016,3538,255.28,159.42,903180.64,564027.96,339152.68
Europe,Portugal,Baby Food,Offline,C,01/05/2010,490938508,1/18/2010,8469,255.28,159.42,2161966.32,1350127.98,811838.34
Central America and the Caribbean,Cuba,Household,Offline,M,2/13/2013,418436038,3/13/2013,3377,668.27,502.54,2256747.79,1697077.58,559670.21
