Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Central America and the Caribbean,Guatemala,Meat,Online,C,11/21/2010,971492516,11/21/2010,5079,421.89,364.69,2142779.31,1852260.51,290518.8
Sub-Saharan Africa,Mauritania,Baby Food,Offline,M,6/19/2014,225473201,07/01/2014,1385,255.28,159.42,353562.8,220796.7,132766.1
North America,Greenland,Meat,Offline,M,12/30/2016,541570889,1/30/2017,1716,421.89,364.69,723963.24,625808.04,98155.2
Europe,Ireland,Vegetables,Online,H,9/24/2012,819834411,10/11/2012,6076,154.06,90.93,936068.56,552490.68,383577.88
Sub-Saharan Africa,Nigeria,Meat,Offline,M,2/18/2012,480625092,3/30/2012,6500,421.89,364.69,2742285,2370485,371800
Sub-Saharan Africa,Mauritania,Fruits,Offline,H,5/13/2015,814616763,5/25/2015,2058,9.33,6.92,19201.14,14241.36,4959.78
Asia,Malaysia,Vegetables,Online,H,1/31/2016,932795751,02/05/2016,3846,154.06,90.93,592514.76,349716.78,242797.98
Sub-Saharan Africa,Liberia,Clothes,Offline,H,10/19/2012,916460883,11/19/2012,9996,109.28,35.84,1092362.88,358256.64,734106.24
Asia,India,Cosmetics,Offline,H,8/31/2012,467223489,9/13/2012,668,437.2,263.33,292049.6,175904.44,116145.16
Middle East and North Africa,Saudi Arabia,Meat,Online,H,7/13/2012,257007396,7/29/2012,3055,421.89,364.69,1288873.95,1114127.95,174746
Sub-Saharan Africa,The Gambia,Vegetables,Offline,L,4/26/2010,578048932,05/12/2010,6379,154.06,90.93,982748.74,580042.47,402706.27
Europe,Czech Republic,Fruits,Offline,M,05/12/2016,892896926,06/08/2016,6897,9.33,6.92,64349.01,47727.24,16621.77
Central America and the Caribbean,Belize,Household,Offline,C,10/14/2011,284412705,11/10/2011,2895,668.27,502.54,1934641.65,1454853.3,479788.35
Europe,Slovenia,Cereal,Online,M,11/03/2012,605770099,12/05/2012,9689,205.7,117.11,1993027.3,1134678.79,858348.51
Asia,Bhutan,Clothes,Online,C,2/20/2014,630455434,3/13/2014,4628,109.28,35.84,505747.84,165867.52,339880.32
Europe,Liechtenstein,Cereal,Online,C,2/18/2015,102267539,03/03/2015,2092,205.7,117.11,430324.4,244994.12,185330.28
Sub-Saharan Africa,South Africa,Cosmetics,Offline,H,05/06/2016,185317742,6/14/2016,8493,437.2,263.33,3713139.6,2236461.69,1476677.91
Australia and Oceania,Tonga,Cereal,Offline,H,7/31/2015,314029872,8/16/2015,7272,205.7,117.11,1495850.4,851623.92,644226.48
Middle East and North Africa,Oman,Snacks,Online,C,09/10/2011,443140256,10/09/2011,3904,152.58,97.44,595672.32,380405.76,215266.56
Europe,Macedonia,Personal Care,Offline,C,12/24/2015,597697722,02/10/2016,893,81.73,56.67,72984.89,50606.31,22378.58
Europe,Finland,Snacks,Online,M,07/01/2010,423063600,07/07/2010,2775,152.58,97.44,423409.5,270396,153013.5
Asia,Thailand,Clothes,Offline,C,6/16/2012,534911715,7/14/2012,1118,109.28,35.84,122175.04,40069.12,82105.92
Sub-Saharan Africa,Madagascar,Snacks,Offline,M,5/30/2017,269228398,7/17/2017,9521,152.58,97.44,1452714.18,927726.24,524987.94
Sub-Saharan Africa,Kenya,Clothes,Online,H,08/12/2010,832312476,9/20/2010,8612,109.28,35.84,941119.36,308654.08,632465.28
Europe,Italy,Cereal,Offline,C,3/31/2016,350775277,05/09/2016,1054,205.7,117.11,216807.8,123433.94,93373.86
Europe,Croatia,Vegetables,Offline,H,05/07/2010,621540629,06/01/2010,6539,154.06,90.93,1007398.34,594591.27,412807.07
Middle East and North Africa,Azerbaijan,Snacks,Offline,C,06/10/2015,361844861,7/14/2015,6790,152.58,97.44,1036018.2,661617.6,374400.6
Sub-Saharan Africa,Togo,Baby Food,Online,L,6/21/2013,159236800,08/03/2013,563,255.28,159.42,143722.64,89753.46,53969.18
Europe,Luxembourg,Baby Food,Online,L,03/02/2010,221577775,4/15/2010,8642,255.28,159.42,2206129.76,1377707.64,828422.12
Australia and Oceania,Palau,Cereal,Online,C,02/09/2016,827041614,2/23/2016,8847,205.7,117.11,1819827.9,1036072.17,783755.73
Sub-Saharan Africa,Chad,Cosmetics,Offline,H,8/23/2012,974114644,10/08/2012,1025,437.2,263.33,448130,269913.25,178216.75
Middle East and North Africa,Iraq,Meat,Offline,L,04/09/2016,631595695,4/28/2016,2056,421.89,364.69,867405.84,749802.64,117603.2
Sub-Saharan Africa,Namibia,Snacks,Online,L,04/06/2014,288596093,05/04/2014,852,152.58,97.44,129998.16,83018.88,46979.28
Europe,Russia,Cosmetics,Offline,H,11/17/2013,504539668,11/20/2013,3355,437.2,263.33,1466806,883472.15,583333.85
Sub-Saharan Africa,Niger,Cereal,Offline,H,11/19/2015,559162747,12/31/2015,7538,205.7,117.11,1550566.6,882775.18,667791.42
Asia,China,Office Supplies,Offline,H,9/25/2010,702514159,10/20/2010,8406,651.21,524.96,5474071.26,4412813.76,1061257.5
Asia,Indonesia,Clothes,Online,H,09/06/2012,804955232,10/26/2012,2996,109.28,35.84,327402.88,107376.64,220026.24
Middle East and North Africa,Turkey,Clothes,Offline,L,7/13/2010,807159793,7/14/2010,5374,109.28,35.84,587270.72,192604.16,394666.56
Australia and Oceania,Papua New Guinea,Household,Online,C,11/16/2016,270114171,12/15/2016,1641,668.27,502.54,1096631.07,824668.14,271962.93
Sub-Saharan Africa,Nigeria,Cereal,Online,H,4/17/2011,625117194,05/04/2011,4924,205.7,117.11,1012866.8,576649.64,436217.16
Europe,Montenegro,Cereal,Online,C,4/14/2012,223780190,05/01/2012,386,205.7,117.11,79400.2,45204.46,34195.74
Sub-Saharan Africa,Comoros,Cosmetics,Offline,L,12/03/2012,188026988,12/19/2012,219,437.2,263.33,95746.8,57669.27,38077.53
Europe,Spain,Fruits,Offline,L,11/30/2014,360093915,12/15/2014,8646,9.33,6.92,80667.18,59830.32,20836.86
Asia,Japan,Meat,Online,L,3/26/2017,652529799,3/31/2017,6923,421.89,364.69,2920744.47,2524748.87,395995.6
Europe,Norway,Beverages,Offline,H,5/13/2012,598195970,6/20/2012,8335,47.45,31.79,395495.75,264969.65,130526.1
Middle East and North Africa,Tunisia ,Meat,Online,M,10/09/2012,700266253,10/13/2012,3201,421.89,364.69,1350469.89,1167372.69,183097.2
Sub-Saharan Africa,Nigeria,Beverages,Online,H,11/08/2016,182226979,11/17/2016,3867,47.45,31.79,183489.15,122931.93,60557.22
Asia,China,Cosmetics,Offline,L,9/15/2012,137876975,10/31/2012,9716,437.2,263.33,4247835.2,2558514.28,1689320.92
Europe,Russia,Personal Care,Online,L,3/17/2012,381327569,04/05/2012,2156,81.73,56.67,176209.88,122180.52,54029.36
Europe,Andorra,Cosmetics,Offline,L,12/11/2016,797002589,01/04/2017,9632,437.2,263.33,4211110.4,2536394.56,1674715.84
Europe,Latvia,Cereal,Offline,C,06/04/2014,889638364,6/22/2014,2616,205.7,117.11,538111.2,306359.76,231751.44
Middle East and North Africa,Kuwait,Cereal,Offline,H,2/23/2012,234283721,04/10/2012,8614,205.7,117.11,1771899.8,1008785.54,763114.26
Sub-Saharan Africa,Zimbabwe,Fruits,Online,L,02/09/2011,726299989,2/28/2011,7162,9.33,6.92,66821.46,49561.04,17260.42
Middle East and North Africa,Lebanon,Cosmetics,Offline,M,2/25/2017,731360995,3/31/2017,4826,437.2,263.33,2109927.2,1270830.58,839096.62
Central America and the Caribbean,Costa Rica,Snacks,Offline,M,6/23/2014,935453069,08/12/2014,206,152.58,97.44,31431.48,20072.64,11358.84
Australia and Oceania,Papua New Guinea,Meat,Offline,M,11/03/2014,294875037,11/19/2014,8931,421.89,364.69,3767899.59,3257046.39,510853.2
Middle East and North Africa,Iraq,Cosmetics,Online,H,12/04/2015,986238229,1/20/2016,8663,437.2,263.33,3787463.6,2281227.79,1506235.81
Europe,Malta,Snacks,Offline,L,09/09/2012,756466472,10/20/2012,4094,152.58,97.44,624662.52,398919.36,225743.16
Sub-Saharan Africa,Kenya,Office Supplies,Online,C,4/22/2016,572796094,05/03/2016,1948,651.21,524.96,1268557.08,1022622.08,245935
Sub-Saharan Africa,Eritrea,Clothes,Online,M,07/04/2012,572775924,7/16/2012,5979,109.28,35.84,653385.12,214287.36,439097.76
Sub-Saharan Africa,Burkina Faso,Meat,Offline,M,10/21/2010,514267289,10/29/2010,1974,421.89,364.69,832810.86,719898.06,112912.8
Europe,Georgia,Office Supplies,Offline,L,06/02/2010,225444018,06/04/2010,2750,651.21,524.96,1790827.5,1443640,347187.5
Europe,Malta,Baby Food,Online,M,8/19/2011,954792439,8/31/2011,3155,255.28,159.42,805408.4,502970.1,302438.3
Australia and Oceania,Fiji,Beverages,Offline,C,01/05/2012,421111381,2/17/2012,5070,47.45,31.79,240571.5,161175.3,79396.2
Sub-Saharan Africa,Mauritania,Meat,Online,C,03/08/2010,463512170,3/20/2010,2406,421.89,364.69,1015067.34,877444.14,137623.2
Europe,Latvia,Cereal,Online,M,3/14/2017,291418635,04/10/2017,6105,205.7,117.11,1255798.5,714956.55,540841.95
Sub-Saharan Africa,Uganda,Beverages,Online,H,11/20/2014,534567105,11/28/2014,9141,47.45,31.79,433740.45,290592.39,143148.06
Australia and Oceania,Fiji,Vegetables,Online,C,8/22/2012,993006408,09/05/2012,1518,154.06,90.93,233863.08,138031.74,95831.34
Australia and Oceania,Tuvalu,Vegetables,Offline,H,05/08/2013,187097871,5/24/2013,5273,154.06,90.93,812358.38,479473.89,332884.49
Australia and Oceania,Palau,Baby Food,Offline,C,03/06/2017,307515323,3/29/2017,9473,255.28,159.42,2418267.44,1510185.66,908081.78
Central America and the Caribbean,Nicaragua,Vegetables,Online,C,3/20/2010,465245091,3/29/2010,5216,154.06,90.93,803576.96,474290.88,329286.08
Middle East and North Africa,Azerbaijan,Cosmetics,Offline,C,09/08/2013,741586005,10/14/2013,633,437.2,263.33,276747.6,166687.89,110059.71
Central America and the Caribbean,Honduras,Vegetables,Online,C,01/08/2012,838149392,02/05/2012,5886,154.06,90.93,906797.16,535213.98,371583.18
Europe,Norway,Meat,Online,H,3/21/2017,526859080,05/08/2017,8165,421.89,364.69,3444731.85,2977693.85,467038
Asia,Bhutan,Office Supplies,Online,C,1/20/2012,999951398,02/11/2012,6695,651.21,524.96,4359850.95,3514607.2,845243.75
Asia,Brunei,Household,Online,L,06/09/2014,819975173,6/24/2014,7730,668.27,502.54,5165727.1,3884634.2,1281092.9
Asia,Philippines,Personal Care,Online,M,1/22/2013,869791734,1/27/2013,9558,81.73,56.67,781175.34,541651.86,239523.48
Europe,Albania,Clothes,Offline,H,08/11/2016,302574908,8/19/2016,7494,109.28,35.84,818944.32,268584.96,550359.36
Europe,Netherlands,Office Supplies,Online,C,2/13/2012,591811025,2/17/2012,8888,651.21,524.96,5787954.48,4665844.48,1122110
Sub-Saharan Africa,Uganda,Beverages,Offline,H,03/09/2014,581298911,3/19/2014,8120,47.45,31.79,385294,258134.8,127159.2
Sub-Saharan Africa,Rwanda,Office Supplies,Offline,M,10/05/2015,535149896,10/11/2015,1601,651.21,524.96,1042587.21,840460.96,202126.25
Sub-Saharan Africa,Niger,Baby Food,Offline,C,8/23/2014,787787806,09/06/2014,2773,255.28,159.42,707891.44,442071.66,265819.78
Europe,France,Personal Care,Online,H,04/10/2017,393948972,4/24/2017,7110,81.73,56.67,581100.3,402923.7,178176.6
Middle East and North Africa,Somalia,Vegetables,Online,M,3/21/2012,278682219,4/18/2012,7117,154.06,90.93,1096445.02,647148.81,449296.21
Middle East and North Africa,Turkey,Baby Food,Online,M,11/01/2011,987348878,12/11/2011,7329,255.28,159.42,1870947.12,1168389.18,702557.94
North America,Mexico,Vegetables,Offline,M,08/10/2010,435622775,8/31/2010,9314,154.06,90.93,1434914.84,846922.02,587992.82
Asia,Tajikistan,Cosmetics,Offline,L,8/30/2011,659490239,09/07/2011,6672,437.2,263.33,2916998.4,1756937.76,1160060.64
Europe,Macedonia,Baby Food,Offline,L,5/27/2015,165250098,6/22/2015,31,255.28,159.42,7913.68,4942.02,2971.66
Sub-Saharan Africa,Eritrea,Meat,Online,C,9/20/2015,679513680,10/01/2015,2053,421.89,364.69,866140.17,748708.57,117431.6
Sub-Saharan Africa,Madagascar,Cosmetics,Online,C,5/14/2011,399204814,6/21/2011,2431,437.2,263.33,1062833.2,640155.23,422677.97
Middle East and North Africa,Iran,Fruits,Offline,H,4/17/2017,741559827,06/03/2017,2887,9.33,6.92,26935.71,19978.04,6957.67
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Online,L,6/14/2015,494127547,6/28/2015,2177,9.33,6.92,20311.41,15064.84,5246.57
Sub-Saharan Africa,Comoros,Fruits,Offline,M,7/24/2011,764769303,8/23/2011,1087,9.33,6.92,10141.71,7522.04,2619.67
Asia,Brunei,Personal Care,Offline,M,3/16/2016,931658923,04/08/2016,7434,81.73,56.67,607580.82,421284.78,186296.04
Sub-Saharan Africa,Zambia,Cosmetics,Offline,H,9/27/2010,893282735,11/02/2010,1067,437.2,263.33,466492.4,280973.11,185519.29
Australia and Oceania,Federated States of Micronesia,Cosmetics,Offline,L,8/28/2011,618439567,10/15/2011,8866,437.2,263.33,3876215.2,2334683.78,1541531.42
Central America and the Caribbean,Barbados,Office Supplies,Online,M,10/17/2013,596240746,10/20/2013,9742,651.21,524.96,6344087.82,5114160.32,1229927.5
Central America and the Caribbean,Dominica,Snacks,Offline,L,11/06/2016,486110103,12/09/2016,9637,152.58,97.44,1470413.46,939029.28,531384.18
Sub-Saharan Africa,Djibouti,Cereal,Offline,L,01/04/2014,467783963,02/06/2014,6525,205.7,117.11,1342192.5,764142.75,578049.75
Asia,Sri Lanka,Cereal,Offline,L,11/17/2010,791311156,12/24/2010,5411,205.7,117.11,1113042.7,633682.21,479360.49
