Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Sub-Saharan Africa,Equatorial Guinea,Vegetables,Online,H,9/26/2015,227251183,10/06/2015,7530,154.06,90.93,1160071.8,684702.9,475368.9
North America,United States of America,Personal Care,Offline,L,8/23/2016,433087337,09/05/2016,9022,81.73,56.67,737368.06,511276.74,226091.32
Sub-Saharan Africa,Republic of the Congo,Office Supplies,Online,M,7/15/2011,772915494,8/13/2011,1725,651.21,524.96,1123337.25,905556,217781.25
Sub-Saharan Africa,Rwanda,Cosmetics,Offline,L,5/19/2017,146784484,06/03/2017,5646,437.2,263.33,2468431.2,1486761.18,981670.02
Europe,Montenegro,Clothes,Online,M,05/07/2014,675055634,6/20/2014,2818,109.28,35.84,307951.04,100997.12,206953.92
Europe,Italy,Vegetables,Online,C,03/05/2010,948402774,3/31/2010,2311,154.06,90.93,356032.66,210139.23,145893.43
Europe,Romania,Beverages,Online,L,09/01/2013,977812230,10/05/2013,5223,47.45,31.79,247831.35,166039.17,81792.18
Sub-Saharan Africa,Rwanda,Fruits,Offline,L,10/06/2015,844582831,11/03/2015,9683,9.33,6.92,90342.39,67006.36,23336.03
Central America and the Caribbean,Dominican Republic,Fruits,Online,C,1/14/2016,250325906,2/18/2016,5853,9.33,6.92,54608.49,40502.76,14105.73
Middle East and North Africa,Afghanistan,Household,Online,L,05/04/2011,766965281,5/21/2011,925,668.27,502.54,618149.75,464849.5,153300.25
Sub-Saharan Africa,Sierra Leone,Cereal,Online,C,9/26/2014,886737287,9/26/2014,4123,205.7,117.11,848101.1,482844.53,365256.57
Europe,Russia,Cereal,Offline,L,11/07/2013,972190749,12/27/2013,1702,205.7,117.11,350101.4,199321.22,150780.18
Central America and the Caribbean,El Salvador,Cereal,Online,M,07/09/2012,106186997,8/21/2012,1947,205.7,117.11,400497.9,228013.17,172484.73
Middle East and North Africa,Syria,Clothes,Offline,H,11/09/2011,141899859,12/24/2011,177,109.28,35.84,19342.56,6343.68,12998.88
Europe,Czech Republic,Cosmetics,Offline,M,01/12/2014,752815663,2/18/2014,3739,437.2,263.33,1634690.8,984590.87,650099.93
Asia,Uzbekistan,Clothes,Online,H,12/09/2010,782733237,1/14/2011,7014,109.28,35.84,766489.92,251381.76,515108.16
Sub-Saharan Africa,Seychelles ,Meat,Online,M,8/31/2010,495763909,9/23/2010,6413,421.89,364.69,2705580.57,2338756.97,366823.6
Asia,Maldives,Clothes,Online,L,01/05/2011,226331508,1/22/2011,5378,109.28,35.84,587707.84,192747.52,394960.32
Middle East and North Africa,Tunisia ,Office Supplies,Offline,C,11/05/2010,829172360,11/05/2010,9382,651.21,524.96,6109652.22,4925174.72,1184477.5
Middle East and North Africa,Syria,Office Supplies,Offline,L,11/18/2013,529335296,01/03/2014,932,651.21,524.96,606927.72,489262.72,117665
Sub-Saharan Africa,Madagascar,Household,Offline,C,4/30/2017,772181642,06/04/2017,4562,668.27,502.54,3048647.74,2292587.48,756060.26
Asia,South Korea,Baby Food,Offline,C,09/03/2015,373385226,10/14/2015,1841,255.28,159.42,469970.48,293492.22,176478.26
Asia,North Korea,Baby Food,Online,L,1/15/2012,468932378,03/05/2012,6366,255.28,159.42,1625112.48,1014867.72,610244.76
Middle East and North Africa,Kuwait,Office Supplies,Online,C,5/27/2014,465121924,07/02/2014,8768,651.21,524.96,5709809.28,4602849.28,1106960
Sub-Saharan Africa,Mali,Clothes,Online,M,8/28/2016,288565194,10/03/2016,1708,109.28,35.84,186650.24,61214.72,125435.52
Central America and the Caribbean,Dominica,Personal Care,Offline,C,7/22/2017,836186015,8/16/2017,4879,81.73,56.67,398760.67,276492.93,122267.74
Asia,Thailand,Cosmetics,Offline,C,11/25/2016,825220715,01/07/2017,3,437.2,263.33,1311.6,789.99,521.61
Europe,Lithuania,Beverages,Online,H,10/16/2011,843218123,10/31/2011,5836,47.45,31.79,276918.2,185526.44,91391.76
Europe,Belgium,Cereal,Offline,L,07/08/2015,198039567,08/11/2015,3164,205.7,117.11,650834.8,370536.04,280298.76
Asia,Maldives,Snacks,Offline,C,12/13/2015,967858874,01/08/2016,9804,152.58,97.44,1495894.32,955301.76,540592.56
Sub-Saharan Africa,Sudan,Cosmetics,Offline,H,2/24/2017,351162374,04/01/2017,5605,437.2,263.33,2450506,1475964.65,974541.35
Europe,Albania,Cosmetics,Online,H,11/26/2012,116748893,01/06/2013,7447,437.2,263.33,3255828.4,1961018.51,1294809.89
Sub-Saharan Africa,Burkina Faso,Snacks,Offline,L,03/12/2013,753729760,4/18/2013,4240,152.58,97.44,646939.2,413145.6,233793.6
Australia and Oceania,East Timor,Beverages,Online,C,2/21/2010,121528804,2/24/2010,1929,47.45,31.79,91531.05,61322.91,30208.14
Sub-Saharan Africa,Djibouti,Cosmetics,Online,C,1/29/2012,199882352,03/06/2012,8485,437.2,263.33,3709642,2234355.05,1475286.95
Middle East and North Africa,Libya,Office Supplies,Offline,H,1/14/2017,338839232,02/04/2017,8913,651.21,524.96,5804234.73,4678968.48,1125266.25
Europe,France,Cosmetics,Offline,L,7/21/2016,408760774,7/22/2016,251,437.2,263.33,109737.2,66095.83,43641.37
North America,United States of America,Baby Food,Offline,C,7/29/2014,350320804,08/12/2014,6566,255.28,159.42,1676168.48,1046751.72,629416.76
Asia,Maldives,Office Supplies,Offline,C,2/13/2016,624505650,2/18/2016,3955,651.21,524.96,2575535.55,2076216.8,499318.75
Central America and the Caribbean,Honduras,Clothes,Online,M,11/29/2015,862614142,12/12/2015,5549,109.28,35.84,606394.72,198876.16,407518.56
Sub-Saharan Africa,Democratic Republic of the Congo,Vegetables,Online,M,4/23/2017,316257607,5/31/2017,6509,154.06,90.93,1002776.54,591863.37,410913.17
Europe,Finland,Office Supplies,Offline,L,5/21/2013,107359874,06/05/2013,9027,651.21,524.96,5878472.67,4738813.92,1139658.75
Europe,Czech Republic,Cereal,Offline,M,06/01/2013,978157269,7/20/2013,7328,205.7,117.11,1507369.6,858182.08,649187.52
Sub-Saharan Africa,Uganda,Meat,Online,M,5/19/2016,141198623,6/14/2016,2665,421.89,364.69,1124336.85,971898.85,152438
Middle East and North Africa,Kuwait,Personal Care,Offline,C,10/04/2014,729345262,10/05/2014,8325,81.73,56.67,680402.25,471777.75,208624.5
Sub-Saharan Africa,Democratic Republic of the Congo,Vegetables,Offline,L,06/11/2013,545771014,6/27/2013,4626,154.06,90.93,712681.56,420642.18,292039.38
Sub-Saharan Africa,Sudan,Meat,Offline,H,11/01/2010,613962209,11/24/2010,3916,421.89,364.69,1652121.24,1428126.04,223995.2
Europe,San Marino,Beverages,Online,M,03/02/2010,227717673,3/18/2010,5575,47.45,31.79,264533.75,177229.25,87304.5
Middle East and North Africa,Israel,Cosmetics,Online,M,10/03/2015,101148736,10/04/2015,1014,437.2,263.33,443320.8,267016.62,176304.18
Asia,Myanmar,Baby Food,Online,L,1/13/2014,118679225,02/05/2014,8675,255.28,159.42,2214554,1382968.5,831585.5
Middle East and North Africa,Algeria,Clothes,Online,M,3/27/2015,685045468,05/04/2015,9032,109.28,35.84,987016.96,323706.88,663310.08
Sub-Saharan Africa,Equatorial Guinea,Cereal,Online,L,9/15/2011,475296294,10/28/2011,9590,205.7,117.11,1972663,1123084.9,849578.1
Asia,Nepal,Cosmetics,Online,C,01/08/2012,484793031,2/23/2012,9886,437.2,263.33,4322159.2,2603280.38,1718878.82
Sub-Saharan Africa,Sao Tome and Principe,Meat,Offline,L,6/14/2014,879209506,7/29/2014,6486,421.89,364.69,2736378.54,2365379.34,370999.2
North America,United States of America,Cosmetics,Offline,H,10/05/2010,544532048,10/05/2010,7989,437.2,263.33,3492790.8,2103743.37,1389047.43
Asia,Philippines,Vegetables,Online,C,9/18/2012,237059485,9/30/2012,25,154.06,90.93,3851.5,2273.25,1578.25
Europe,Cyprus,Baby Food,Offline,M,06/02/2010,333403146,7/14/2010,255,255.28,159.42,65096.4,40652.1,24444.3
Europe,Luxembourg,Fruits,Online,C,12/24/2013,380486857,02/01/2014,3371,9.33,6.92,31451.43,23327.32,8124.11
Europe,Romania,Snacks,Offline,M,11/08/2011,445546948,11/27/2011,6098,152.58,97.44,930432.84,594189.12,336243.72
Australia and Oceania,Papua New Guinea,Snacks,Offline,M,6/25/2012,666132247,7/28/2012,2190,152.58,97.44,334150.2,213393.6,120756.6
Europe,Armenia,Household,Offline,C,3/29/2010,800104081,5/15/2010,7433,668.27,502.54,4967250.91,3735379.82,1231871.09
Middle East and North Africa,Israel,Vegetables,Offline,M,12/01/2011,675636279,12/14/2011,4644,154.06,90.93,715454.64,422278.92,293175.72
Europe,Cyprus,Cosmetics,Offline,H,3/23/2010,641215169,3/23/2010,8673,437.2,263.33,3791835.6,2283861.09,1507974.51
Sub-Saharan Africa,Eritrea,Clothes,Online,C,4/20/2010,215639579,05/02/2010,1398,109.28,35.84,152773.44,50104.32,102669.12
Europe,Italy,Personal Care,Offline,L,10/09/2010,338020837,10/28/2010,6732,81.73,56.67,550206.36,381502.44,168703.92
Central America and the Caribbean,Belize,Baby Food,Online,C,2/13/2015,217782771,03/11/2015,5616,255.28,159.42,1433652.48,895302.72,538349.76
Europe,Ukraine,Cosmetics,Online,L,9/27/2012,484661710,9/30/2012,1025,437.2,263.33,448130,269913.25,178216.75
Sub-Saharan Africa,Niger,Meat,Offline,L,01/11/2013,938706481,1/20/2013,2963,421.89,364.69,1250060.07,1080576.47,169483.6
Asia,China,Snacks,Offline,H,4/22/2011,100278413,05/08/2011,3466,152.58,97.44,528842.28,337727.04,191115.24
Australia and Oceania,Samoa ,Meat,Online,L,4/22/2015,160051333,5/26/2015,1601,421.89,364.69,675445.89,583868.69,91577.2
Europe,Poland,Fruits,Online,M,02/11/2011,229011571,3/18/2011,8468,9.33,6.92,79006.44,58598.56,20407.88
Central America and the Caribbean,Saint Vincent and the Grenadines,Cereal,Offline,L,5/22/2012,388457953,6/22/2012,2196,205.7,117.11,451717.2,257173.56,194543.64
Central America and the Caribbean,Honduras,Household,Offline,C,2/17/2011,340001809,04/05/2011,2946,668.27,502.54,1968723.42,1480482.84,488240.58
Sub-Saharan Africa,Malawi,Baby Food,Online,L,10/07/2011,755566966,11/22/2011,7910,255.28,159.42,2019264.8,1261012.2,758252.6
Central America and the Caribbean,Antigua and Barbuda ,Office Supplies,Offline,H,3/18/2012,127389752,3/21/2012,6313,651.21,524.96,4111088.73,3314072.48,797016.25
Central America and the Caribbean,El Salvador,Clothes,Offline,C,3/29/2015,618018996,05/03/2015,4410,109.28,35.84,481924.8,158054.4,323870.4
Central America and the Caribbean,Barbados,Vegetables,Online,C,02/10/2017,410316026,2/28/2017,485,154.06,90.93,74719.1,44101.05,30618.05
