Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Estonia,Office Supplies,Online,L,11/17/2010,635453355,11/30/2010,3624,651.21,524.96,2359985.04,1902455.04,457530
Europe,Moldova ,Vegetables,Offline,M,2/13/2017,908470904,03/11/2017,5584,154.06,90.93,860271.04,507753.12,352517.92
Europe,Kosovo,Office Supplies,Offline,C,5/16/2014,575441396,06/11/2014,4751,651.21,524.96,3093898.71,2494084.96,599813.75
Europe,United Kingdom,Beverages,Online,H,3/28/2017,280163657,4/26/2017,5507,47.45,31.79,261307.15,175067.53,86239.62
Asia,Bangladesh,Baby Food,Offline,C,02/03/2011,286749017,2/20/2011,4261,255.28,159.42,1087748.08,679288.62,408459.46
Europe,Luxembourg,Snacks,Offline,C,6/15/2016,929621303,6/24/2016,4457,152.58,97.44,680049.06,434290.08,245758.98
Middle East and North Africa,Oman,Vegetables,Offline,H,1/16/2017,363516843,2/23/2017,1567,154.06,90.93,241412.02,142487.31,98924.71
Europe,Andorra,Personal Care,Online,H,7/28/2016,413484466,8/21/2016,8097,81.73,56.67,661767.81,458856.99,202910.82
Europe,Estonia,Vegetables,Offline,C,04/03/2012,724885499,04/04/2012,8583,154.06,90.93,1322296.98,780452.19,541844.79
North America,Greenland,Meat,Online,H,9/20/2013,113393771,11/03/2013,4592,421.89,364.69,1937318.88,1674656.48,262662.4
Sub-Saharan Africa,Zimbabwe,Household,Online,L,07/09/2016,614995610,8/13/2016,9722,668.27,502.54,6496920.94,4885693.88,1611227.06
Sub-Saharan Africa,South Sudan,Meat,Offline,C,6/26/2013,735989844,8/15/2013,4605,421.89,364.69,1942803.45,1679397.45,263406
Sub-Saharan Africa,Ethiopia,Household,Offline,M,8/27/2013,402987802,9/22/2013,1901,668.27,502.54,1270381.27,955328.54,315052.73
Middle East and North Africa,Oman,Meat,Offline,H,10/12/2015,512913310,11/19/2015,1301,421.89,364.69,548878.89,474461.69,74417.2
Sub-Saharan Africa,Swaziland,Meat,Offline,L,02/04/2012,683002698,2/29/2012,4531,421.89,364.69,1911583.59,1652410.39,259173.2
Sub-Saharan Africa,Djibouti,Baby Food,Offline,L,11/01/2014,600804793,11/16/2014,344,255.28,159.42,87816.32,54840.48,32975.84
Central America and the Caribbean,Panama,Cosmetics,Online,C,08/02/2014,474180924,9/18/2014,9528,437.2,263.33,4165641.6,2509008.24,1656633.36
Sub-Saharan Africa,Senegal,Fruits,Offline,H,05/08/2014,581304919,05/08/2014,9898,9.33,6.92,92348.34,68494.16,23854.18
North America,Mexico,Cosmetics,Online,L,8/18/2010,820663106,09/03/2010,1305,437.2,263.33,570546,343645.65,226900.35
Middle East and North Africa,Tunisia ,Cosmetics,Online,H,05/05/2012,261054313,5/31/2012,627,437.2,263.33,274124.4,165107.91,109016.49
Europe,Luxembourg,Cereal,Online,H,05/02/2014,291589868,5/25/2014,6776,205.7,117.11,1393823.2,793537.36,600285.84
Sub-Saharan Africa,Sao Tome and Principe,Clothes,Online,H,4/17/2016,571693599,5/25/2016,5695,109.28,35.84,622349.6,204108.8,418240.8
Europe,Austria,Beverages,Offline,H,5/31/2011,381101834,6/16/2011,5357,47.45,31.79,254189.65,170299.03,83890.62
Sub-Saharan Africa,Niger,Vegetables,Offline,L,11/13/2012,869863402,12/25/2012,766,154.06,90.93,118009.96,69652.38,48357.58
Europe,Serbia,Personal Care,Online,M,03/10/2012,108339631,3/21/2012,8959,81.73,56.67,732219.07,507706.53,224512.54
Central America and the Caribbean,Jamaica,Vegetables,Offline,H,05/01/2013,737204349,05/09/2013,4004,154.06,90.93,616856.24,364083.72,252772.52
North America,Greenland,Snacks,Online,C,9/26/2013,517443883,10/29/2013,1999,152.58,97.44,305007.42,194782.56,110224.86
Sub-Saharan Africa,Swaziland,Household,Online,H,9/14/2015,880357062,10/04/2015,6073,668.27,502.54,4058403.71,3051925.42,1006478.29
Middle East and North Africa,Tunisia ,Baby Food,Offline,M,01/07/2015,177555215,1/27/2015,1389,255.28,159.42,354583.92,221434.38,133149.54
Central America and the Caribbean,Barbados,Cosmetics,Online,C,4/27/2012,430962169,5/18/2012,138,437.2,263.33,60333.6,36339.54,23994.06
Sub-Saharan Africa,Burundi,Fruits,Online,H,11/21/2016,582814252,12/15/2016,6543,9.33,6.92,61046.19,45277.56,15768.63
Sub-Saharan Africa,Mozambique,Vegetables,Online,L,7/25/2012,545660293,08/12/2012,1861,154.06,90.93,286705.66,169220.73,117484.93
Asia,Thailand,Office Supplies,Online,H,7/14/2014,752361619,7/21/2014,9377,651.21,524.96,6106396.17,4922549.92,1183846.25
Asia,Nepal,Meat,Offline,C,7/22/2012,806092059,8/23/2012,9408,421.89,364.69,3969141.12,3431003.52,538137.6
Asia,Uzbekistan,Vegetables,Online,L,08/04/2012,830337941,9/20/2012,4304,154.06,90.93,663074.24,391362.72,271711.52
Asia,Kazakhstan,Household,Offline,M,4/25/2010,118898093,06/08/2010,3443,668.27,502.54,2300853.61,1730245.22,570608.39
Europe,Switzerland,Cosmetics,Online,C,01/11/2010,285883843,02/10/2010,8237,437.2,263.33,3601216.4,2169049.21,1432167.19
Central America and the Caribbean,Guatemala,Personal Care,Online,C,4/29/2013,315719020,6/18/2013,7129,81.73,56.67,582653.17,404000.43,178652.74
Europe,Bosnia and Herzegovina,Fruits,Offline,L,04/12/2015,613139951,4/21/2015,592,9.33,6.92,5523.36,4096.64,1426.72
Australia and Oceania,New Zealand,Snacks,Offline,C,10/26/2015,753195464,10/31/2015,6130,152.58,97.44,935315.4,597307.2,338008.2
Sub-Saharan Africa,Mauritius ,Office Supplies,Online,L,12/10/2015,831246888,1/27/2016,3281,651.21,524.96,2136620.01,1722393.76,414226.25
Europe,United Kingdom,Personal Care,Online,C,12/01/2013,112968051,01/02/2014,8612,81.73,56.67,703858.76,488042.04,215816.72
Central America and the Caribbean,El Salvador,Vegetables,Offline,H,8/30/2016,184345281,9/19/2016,720,154.06,90.93,110923.2,65469.6,45453.6
Australia and Oceania,Papua New Guinea,Baby Food,Offline,L,3/20/2013,901677405,3/30/2013,5236,255.28,159.42,1336646.08,834723.12,501922.96
Europe,Netherlands,Office Supplies,Online,M,5/29/2016,841575753,6/14/2016,9822,651.21,524.96,6396184.62,5156157.12,1240027.5
Middle East and North Africa,Saudi Arabia,Clothes,Offline,H,8/17/2013,450964152,9/23/2013,9169,109.28,35.84,1001988.32,328616.96,673371.36
Europe,Macedonia,Clothes,Offline,H,1/15/2016,697078931,2/20/2016,1,109.28,35.84,109.28,35.84,73.44
Europe,Serbia,Office Supplies,Offline,L,12/12/2016,817468917,12/29/2016,6073,651.21,524.96,3954798.33,3188082.08,766716.25
Sub-Saharan Africa,Mali,Vegetables,Offline,H,9/23/2010,569995439,11/07/2010,3172,154.06,90.93,488678.32,288429.96,200248.36
Middle East and North Africa,Algeria,Fruits,Offline,L,9/27/2011,682832324,10/18/2011,4114,9.33,6.92,38383.62,28468.88,9914.74
Middle East and North Africa,Egypt,Clothes,Offline,L,09/10/2012,604465901,9/26/2012,3748,109.28,35.84,409581.44,134328.32,275253.12
Sub-Saharan Africa,Zambia,Vegetables,Online,L,2/27/2011,753694999,04/01/2011,3954,154.06,90.93,609153.24,359537.22,249616.02
Europe,Bosnia and Herzegovina,Office Supplies,Offline,C,4/30/2013,269630944,06/09/2013,8643,651.21,524.96,5628408.03,4537229.28,1091178.75
Sub-Saharan Africa,Burundi,Office Supplies,Offline,H,02/12/2015,161697566,3/29/2015,8758,651.21,524.96,5703297.18,4597599.68,1105697.5
Middle East and North Africa,United Arab Emirates,Meat,Online,L,6/29/2013,159631192,7/15/2013,7272,421.89,364.69,3067984.08,2652025.68,415958.4
Central America and the Caribbean,Saint Vincent and the Grenadines,Baby Food,Online,C,04/12/2010,963480651,4/26/2010,4190,255.28,159.42,1069623.2,667969.8,401653.4
Europe,Finland,Snacks,Offline,C,12/08/2015,193607270,12/18/2015,1548,152.58,97.44,236193.84,150837.12,85356.72
Middle East and North Africa,Saudi Arabia,Vegetables,Online,C,6/25/2015,940684878,07/08/2015,8414,154.06,90.93,1296260.84,765085.02,531175.82
Asia,Singapore,Cosmetics,Online,M,2/25/2010,515699803,4/13/2010,5887,437.2,263.33,2573796.4,1550223.71,1023572.69
Asia,Taiwan,Meat,Online,M,08/08/2013,799950873,8/30/2013,2095,421.89,364.69,883859.55,764025.55,119834
Europe,Estonia,Beverages,Online,C,04/04/2010,595049417,4/17/2010,7201,47.45,31.79,341687.45,228919.79,112767.66
Middle East and North Africa,Morocco,Fruits,Online,C,2/14/2012,572919261,3/21/2012,8396,9.33,6.92,78334.68,58100.32,20234.36
Asia,Nepal,Cosmetics,Offline,C,02/08/2017,125796735,2/21/2017,4904,437.2,263.33,2144028.8,1291370.32,852658.48
Sub-Saharan Africa,Comoros,Cosmetics,Online,H,11/04/2012,516230666,11/15/2012,2981,437.2,263.33,1303293.2,784986.73,518306.47
Sub-Saharan Africa,Burundi,Clothes,Online,H,9/26/2010,827082383,10/04/2010,912,109.28,35.84,99663.36,32686.08,66977.28
Asia,China,Meat,Online,H,11/24/2011,211525714,12/13/2011,4014,421.89,364.69,1693466.46,1463865.66,229600.8
Central America and the Caribbean,Saint Lucia,Meat,Online,L,12/06/2010,143046987,12/30/2010,9637,421.89,364.69,4065753.93,3514517.53,551236.4
Sub-Saharan Africa,Nigeria,Fruits,Online,M,11/14/2014,365445029,12/26/2014,2160,9.33,6.92,20152.8,14947.2,5205.6
Sub-Saharan Africa,Lesotho,Household,Offline,M,8/28/2016,242831170,8/28/2016,7994,668.27,502.54,5342150.38,4017304.76,1324845.62
Asia,Malaysia,Cosmetics,Offline,L,02/06/2014,109629237,2/28/2014,582,437.2,263.33,254450.4,153258.06,101192.34
Middle East and North Africa,Azerbaijan,Meat,Online,M,8/18/2013,820575559,9/25/2013,5398,421.89,364.69,2277362.22,1968596.62,308765.6
Sub-Saharan Africa,Zambia,Snacks,Online,L,5/24/2011,600718963,06/12/2011,4945,152.58,97.44,754508.1,481840.8,272667.3
Asia,Kyrgyzstan,Snacks,Online,C,03/03/2012,895420777,4/22/2012,3761,152.58,97.44,573853.38,366471.84,207381.54
Sub-Saharan Africa,Guinea,Meat,Offline,L,6/13/2010,520354831,6/15/2010,3413,421.89,364.69,1439910.57,1244686.97,195223.6
Asia,Kazakhstan,Office Supplies,Offline,C,12/03/2016,611507451,12/15/2016,7499,651.21,524.96,4883423.79,3936675.04,946748.75
Europe,Czech Republic,Fruits,Offline,M,11/08/2016,575177466,11/11/2016,6649,9.33,6.92,62035.17,46011.08,16024.09
Sub-Saharan Africa,Zimbabwe,Meat,Offline,L,9/16/2011,337976205,9/29/2011,3524,421.89,364.69,1486740.36,1285167.56,201572.8
Europe,Switzerland,Clothes,Online,C,5/18/2015,796827495,06/04/2015,7818,109.28,35.84,854351.04,280197.12,574153.92
Sub-Saharan Africa,Comoros,Vegetables,Online,C,07/11/2012,668967664,7/15/2012,1253,154.06,90.93,193037.18,113935.29,79101.89
Europe,Spain,Household,Offline,L,5/25/2015,541945540,5/26/2015,2583,668.27,502.54,1726141.41,1298060.82,428080.59
Sub-Saharan Africa,Eritrea,Snacks,Online,L,7/24/2014,623622453,09/11/2014,2597,152.58,97.44,396250.26,253051.68,143198.58
Sub-Saharan Africa,Republic of the Congo,Cosmetics,Offline,L,01/11/2013,292172229,02/05/2013,9110,437.2,263.33,3982892,2398936.3,1583955.7
Central America and the Caribbean,The Bahamas,Personal Care,Online,C,11/17/2014,346081197,12/09/2014,1972,81.73,56.67,161171.56,111753.24,49418.32
Sub-Saharan Africa,Niger,Fruits,Offline,H,11/16/2013,754148185,12/06/2013,8062,9.33,6.92,75218.46,55789.04,19429.42
Australia and Oceania,Palau,Cereal,Offline,H,06/11/2012,205484521,6/24/2012,6291,205.7,117.11,1294058.7,736739.01,557319.69
Sub-Saharan Africa,Kenya,Snacks,Offline,C,04/10/2010,159514033,5/13/2010,2602,152.58,97.44,397013.16,253538.88,143474.28
Asia,Bangladesh,Vegetables,Online,L,09/10/2015,795973050,10/04/2015,4969,154.06,90.93,765524.14,451831.17,313692.97
Sub-Saharan Africa,Djibouti,Office Supplies,Online,H,08/05/2011,564910399,8/24/2011,8396,651.21,524.96,5467559.16,4407564.16,1059995
Australia and Oceania,Samoa ,Office Supplies,Offline,L,3/23/2012,236687409,04/08/2012,9919,651.21,524.96,6459351.99,5207078.24,1252273.75
Asia,Taiwan,Cosmetics,Online,M,12/18/2013,651977908,02/06/2014,3606,437.2,263.33,1576543.2,949567.98,626975.22
Europe,Monaco,Beverages,Online,M,04/05/2014,471768224,4/22/2014,5556,47.45,31.79,263632.2,176625.24,87006.96
Central America and the Caribbean,Grenada,Cosmetics,Offline,L,5/28/2015,227357184,06/02/2015,8898,437.2,263.33,3890205.6,2343110.34,1547095.26
Middle East and North Africa,Israel,Cosmetics,Online,C,03/10/2013,970356118,3/24/2013,8794,437.2,263.33,3844736.8,2315724.02,1529012.78
Asia,Thailand,Cosmetics,Online,L,10/29/2015,222688853,11/30/2015,7435,437.2,263.33,3250582,1957858.55,1292723.45
Europe,Albania,Vegetables,Offline,C,06/11/2017,526591718,6/20/2017,9046,154.06,90.93,1393626.76,822552.78,571073.98
Sub-Saharan Africa,Senegal,Snacks,Online,L,01/10/2017,894613540,2/16/2017,4882,152.58,97.44,744895.56,475702.08,269193.48
Asia,Bangladesh,Office Supplies,Online,H,8/18/2014,859615647,09/03/2014,8227,651.21,524.96,5357504.67,4318845.92,1038658.75
Middle East and North Africa,Oman,Fruits,Offline,H,2/21/2015,924771869,04/01/2015,9401,9.33,6.92,87711.33,65054.92,22656.41
Australia and Oceania,Australia,Baby Food,Offline,H,12/17/2016,313568532,12/26/2016,752,255.28,159.42,191970.56,119883.84,72086.72
Sub-Saharan Africa,Tanzania,Personal Care,Offline,H,10/03/2015,119804465,10/23/2015,1658,81.73,56.67,135508.34,93958.86,41549.48
