Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Sub-Saharan Africa,Nigeria,Clothes,Offline,C,1/25/2016,794609200,1/26/2016,1375,109.28,35.84,150260,49280,100980
Sub-Saharan Africa,Namibia,Clothes,Online,H,05/05/2010,553411662,6/22/2010,5664,109.28,35.84,618961.92,202997.76,415964.16
North America,Canada,Vegetables,Offline,C,03/05/2012,105190503,3/18/2012,7062,154.06,90.93,1087971.72,642147.66,445824.06
Europe,Moldova ,Office Supplies,Online,H,11/17/2014,487494552,11/17/2014,9326,651.21,524.96,6073184.46,4895776.96,1177407.5
Sub-Saharan Africa,Tanzania,Clothes,Online,L,10/23/2012,558185136,11/16/2012,8241,109.28,35.84,900576.48,295357.44,605219.04
Sub-Saharan Africa,Cape Verde,Cereal,Offline,C,10/09/2012,145436084,11/17/2012,6624,205.7,117.11,1362556.8,775736.64,586820.16
Europe,San Marino,Snacks,Offline,H,1/17/2015,497733724,1/28/2015,9324,152.58,97.44,1422655.92,908530.56,514125.36
Europe,Belgium,Household,Offline,H,03/11/2017,233876883,4/28/2017,8222,668.27,502.54,5494515.94,4131883.88,1362632.06
Asia,Myanmar,Beverages,Offline,C,04/08/2010,292976891,4/22/2010,7228,47.45,31.79,342968.6,229778.12,113190.48
Middle East and North Africa,Egypt,Cereal,Online,C,11/24/2012,784457576,12/13/2012,7284,205.7,117.11,1498318.8,853029.24,645289.56
Sub-Saharan Africa,Guinea,Cosmetics,Online,H,6/25/2014,538055264,7/27/2014,1364,437.2,263.33,596340.8,359182.12,237158.68
Europe,Serbia,Household,Offline,M,11/04/2016,253818786,11/15/2016,9474,668.27,502.54,6331189.98,4761063.96,1570126.02
Sub-Saharan Africa,Mozambique,Meat,Online,C,4/19/2015,252109467,5/18/2015,3649,421.89,364.69,1539476.61,1330753.81,208722.8
Sub-Saharan Africa,Benin,Snacks,Online,H,01/03/2010,923601138,2/16/2010,2956,152.58,97.44,451026.48,288032.64,162993.84
Sub-Saharan Africa,Malawi,Meat,Offline,M,05/09/2017,479280126,06/09/2017,8495,421.89,364.69,3583955.55,3098041.55,485914
Europe,Latvia,Meat,Online,C,2/15/2013,800445258,04/06/2013,8394,421.89,364.69,3541344.66,3061207.86,480136.8
Europe,Switzerland,Personal Care,Online,H,1/17/2012,688707864,02/12/2012,2816,81.73,56.67,230151.68,159582.72,70568.96
Central America and the Caribbean,Dominican Republic,Personal Care,Offline,L,12/19/2010,815991771,01/11/2011,8953,81.73,56.67,731728.69,507366.51,224362.18
Australia and Oceania,Tuvalu,Baby Food,Online,L,5/18/2015,574533307,06/03/2015,6028,255.28,159.42,1538827.84,960983.76,577844.08
Europe,Monaco,Personal Care,Offline,L,11/25/2012,326881301,12/16/2012,296,81.73,56.67,24192.08,16774.32,7417.76
North America,United States of America,Personal Care,Online,L,12/13/2014,955897080,12/27/2014,43,81.73,56.67,3514.39,2436.81,1077.58
Europe,France,Household,Online,M,1/23/2015,714754474,02/05/2015,587,668.27,502.54,392274.49,294990.98,97283.51
Sub-Saharan Africa,Equatorial Guinea,Baby Food,Online,H,5/31/2015,176939809,7/17/2015,9276,255.28,159.42,2367977.28,1478779.92,889197.36
Asia,Bhutan,Beverages,Offline,L,6/17/2015,886251914,7/20/2015,491,47.45,31.79,23297.95,15608.89,7689.06
Europe,Georgia,Personal Care,Online,H,9/23/2015,406802117,9/24/2015,641,81.73,56.67,52388.93,36325.47,16063.46
Europe,Finland,Cosmetics,Online,M,01/04/2014,873014247,1/27/2014,3171,437.2,263.33,1386361.2,835019.43,551341.77
Europe,Netherlands,Personal Care,Online,L,10/01/2016,439624631,10/31/2016,3553,81.73,56.67,290386.69,201348.51,89038.18
Europe,Vatican City,Snacks,Offline,H,07/07/2012,931682097,8/19/2012,4292,152.58,97.44,654873.36,418212.48,236660.88
Europe,Cyprus,Snacks,Offline,C,8/30/2013,194547975,10/14/2013,9924,152.58,97.44,1514203.92,966994.56,547209.36
Australia and Oceania,Solomon Islands,Vegetables,Offline,C,09/05/2014,643896090,9/15/2014,2017,154.06,90.93,310739.02,183405.81,127333.21
North America,Canada,Baby Food,Online,C,02/10/2011,715712773,03/05/2011,4169,255.28,159.42,1064262.32,664621.98,399640.34
Europe,Italy,Personal Care,Online,L,12/08/2010,716296851,12/16/2010,7011,81.73,56.67,573009.03,397313.37,175695.66
Sub-Saharan Africa,Sierra Leone,Meat,Online,C,8/17/2015,572259652,8/19/2015,3203,421.89,364.69,1351313.67,1168102.07,183211.6
Sub-Saharan Africa,Botswana,Office Supplies,Offline,L,05/08/2016,280525004,06/09/2016,2438,651.21,524.96,1587649.98,1279852.48,307797.5
Europe,Kosovo,Personal Care,Offline,L,12/04/2012,358329236,01/07/2013,6439,81.73,56.67,526259.47,364898.13,161361.34
Asia,Bhutan,Vegetables,Online,C,01/04/2010,493221175,02/11/2010,3961,154.06,90.93,610231.66,360173.73,250057.93
Europe,Latvia,Beverages,Online,H,05/01/2013,893062150,06/02/2013,5791,47.45,31.79,274782.95,184095.89,90687.06
Sub-Saharan Africa,Mauritius ,Household,Offline,C,10/02/2010,936025989,11/17/2010,9745,668.27,502.54,6512291.15,4897252.3,1615038.85
Europe,Monaco,Office Supplies,Online,M,11/30/2013,520599019,12/21/2013,5673,651.21,524.96,3694314.33,2978098.08,716216.25
Sub-Saharan Africa,Lesotho,Vegetables,Online,M,08/06/2016,515580070,9/14/2016,455,154.06,90.93,70097.3,41373.15,28724.15
Europe,Bosnia and Herzegovina,Fruits,Offline,L,8/22/2013,510080468,10/02/2013,3001,9.33,6.92,27999.33,20766.92,7232.41
Sub-Saharan Africa,Namibia,Cosmetics,Online,M,4/24/2012,163524043,05/04/2012,9253,437.2,263.33,4045411.6,2436592.49,1608819.11
Asia,Laos,Clothes,Offline,C,5/14/2013,555647122,6/25/2013,7186,109.28,35.84,785286.08,257546.24,527739.84
Asia,Turkmenistan,Clothes,Offline,M,11/05/2014,136498534,11/24/2014,1804,109.28,35.84,197141.12,64655.36,132485.76
Asia,Brunei,Clothes,Online,L,11/06/2015,576439607,12/14/2015,144,109.28,35.84,15736.32,5160.96,10575.36
Asia,Sri Lanka,Vegetables,Online,L,10/01/2012,916144168,11/04/2012,6273,154.06,90.93,966418.38,570403.89,396014.49
Sub-Saharan Africa,Central African Republic,Snacks,Offline,H,7/29/2010,716598546,08/02/2010,6289,152.58,97.44,959575.62,612800.16,346775.46
Europe,Netherlands,Snacks,Offline,C,8/14/2011,509101569,9/20/2011,3323,152.58,97.44,507023.34,323793.12,183230.22
Australia and Oceania,Australia,Meat,Offline,C,8/31/2011,445264565,9/30/2011,2535,421.89,364.69,1069491.15,924489.15,145002
Asia,Laos,Cosmetics,Offline,H,05/11/2011,747011363,06/03/2011,6117,437.2,263.33,2674352.4,1610789.61,1063562.79
Sub-Saharan Africa,Djibouti,Beverages,Offline,M,5/25/2012,356578290,06/10/2012,8295,47.45,31.79,393597.75,263698.05,129899.7
Asia,Vietnam,Snacks,Online,C,10/09/2013,986514174,11/28/2013,322,152.58,97.44,49130.76,31375.68,17755.08
Europe,Moldova ,Beverages,Online,L,7/13/2015,369680345,08/08/2015,5484,47.45,31.79,260215.8,174336.36,85879.44
Asia,Singapore,Cereal,Offline,H,12/29/2014,809250628,02/03/2015,4099,205.7,117.11,843164.3,480033.89,363130.41
Central America and the Caribbean,Costa Rica,Cosmetics,Offline,M,7/22/2010,628711354,8/26/2010,8516,437.2,263.33,3723195.2,2242518.28,1480676.92
Central America and the Caribbean,Nicaragua,Beverages,Online,M,01/12/2013,921861350,1/27/2013,8114,47.45,31.79,385009.3,257944.06,127065.24
Australia and Oceania,Nauru,Cereal,Offline,L,08/03/2011,602811944,09/04/2011,4305,205.7,117.11,885538.5,504158.55,381379.95
Central America and the Caribbean,Panama,Cosmetics,Offline,C,5/18/2015,455986964,6/18/2015,5531,437.2,263.33,2418153.2,1456478.23,961674.97
Central America and the Caribbean,Nicaragua,Clothes,Offline,L,11/28/2011,886122739,12/16/2011,2265,109.28,35.84,247519.2,81177.6,166341.6
Europe,Belgium,Vegetables,Offline,M,04/04/2016,568268096,5/15/2016,2013,154.06,90.93,310122.78,183042.09,127080.69
Sub-Saharan Africa,Togo,Fruits,Online,H,04/10/2014,497784364,4/17/2014,4310,9.33,6.92,40212.3,29825.2,10387.1
Asia,South Korea,Clothes,Online,H,10/19/2011,840345370,11/03/2011,5724,109.28,35.84,625518.72,205148.16,420370.56
Europe,Bulgaria,Baby Food,Online,L,10/01/2015,481937444,10/26/2015,4854,255.28,159.42,1239129.12,773824.68,465304.44
Central America and the Caribbean,Costa Rica,Vegetables,Online,H,03/02/2015,178859412,04/07/2015,7330,154.06,90.93,1129259.8,666516.9,462742.9
Sub-Saharan Africa,Angola,Personal Care,Online,H,4/21/2015,307722604,4/30/2015,812,81.73,56.67,66364.76,46016.04,20348.72
Sub-Saharan Africa,Kenya,Beverages,Offline,H,2/14/2011,415450847,04/03/2011,9993,47.45,31.79,474167.85,317677.47,156490.38
Asia,Brunei,Cereal,Online,L,10/17/2013,569280469,10/29/2013,1596,205.7,117.11,328297.2,186907.56,141389.64
Sub-Saharan Africa,Sao Tome and Principe,Cereal,Online,M,8/14/2016,906760299,8/20/2016,9377,205.7,117.11,1928848.9,1098140.47,830708.43
Sub-Saharan Africa,Angola,Office Supplies,Online,C,12/20/2013,285751664,02/05/2014,9122,651.21,524.96,5940337.62,4788685.12,1151652.5
Middle East and North Africa,Libya,Baby Food,Online,L,8/20/2012,334428393,9/23/2012,3648,255.28,159.42,931261.44,581564.16,349697.28
Middle East and North Africa,Algeria,Fruits,Offline,L,11/26/2012,501276814,01/03/2013,7804,9.33,6.92,72811.32,54003.68,18807.64
North America,Greenland,Clothes,Online,M,05/03/2012,305095756,5/15/2012,3469,109.28,35.84,379092.32,124328.96,254763.36
Europe,Belarus,Beverages,Offline,C,2/18/2017,684996545,3/15/2017,4555,47.45,31.79,216134.75,144803.45,71331.3
Sub-Saharan Africa,Gabon,Cosmetics,Online,C,8/19/2015,850403010,9/22/2015,2003,437.2,263.33,875711.6,527449.99,348261.61
Asia,Turkmenistan,Personal Care,Online,C,5/16/2012,531051480,5/25/2012,8789,81.73,56.67,718324.97,498072.63,220252.34
Asia,Japan,Household,Online,H,10/02/2016,426990783,10/10/2016,4916,668.27,502.54,3285215.32,2470486.64,814728.68
Australia and Oceania,Papua New Guinea,Fruits,Offline,L,07/07/2016,858582246,07/11/2016,2421,9.33,6.92,22587.93,16753.32,5834.61
Sub-Saharan Africa,Mauritius ,Personal Care,Offline,C,10/29/2011,416499698,11/03/2011,371,81.73,56.67,30321.83,21024.57,9297.26
Europe,Germany,Meat,Offline,H,6/27/2011,911729466,08/01/2011,9865,421.89,364.69,4161944.85,3597666.85,564278
Sub-Saharan Africa,Ghana,Baby Food,Online,L,01/04/2014,625570380,01/09/2014,9032,255.28,159.42,2305688.96,1439881.44,865807.52
Asia,Philippines,Clothes,Online,C,5/27/2011,159633767,07/07/2011,8034,109.28,35.84,877955.52,287938.56,590016.96
Sub-Saharan Africa,Mali,Personal Care,Offline,M,8/26/2015,185843455,8/30/2015,4063,81.73,56.67,332068.99,230250.21,101818.78
Middle East and North Africa,Somalia,Cereal,Online,L,02/10/2017,996435773,03/05/2017,6343,205.7,117.11,1304755.1,742828.73,561926.37
Asia,Tajikistan,Beverages,Offline,C,12/23/2010,253959548,01/01/2011,1129,47.45,31.79,53571.05,35890.91,17680.14
Asia,Maldives,Meat,Online,C,3/23/2016,641276109,05/06/2016,6706,421.89,364.69,2829194.34,2445611.14,383583.2
Asia,Turkmenistan,Vegetables,Online,C,04/04/2011,411559283,5/15/2011,8393,154.06,90.93,1293025.58,763175.49,529850.09
Middle East and North Africa,Iran,Personal Care,Online,H,5/22/2013,138295400,6/21/2013,3537,81.73,56.67,289079.01,200441.79,88637.22
Europe,Switzerland,Clothes,Online,C,07/06/2014,465283286,08/04/2014,6519,109.28,35.84,712396.32,233640.96,478755.36
Europe,Czech Republic,Snacks,Offline,L,2/20/2015,756634271,03/12/2015,3750,152.58,97.44,572175,365400,206775
Middle East and North Africa,Jordan,Baby Food,Offline,H,1/28/2013,446772181,2/18/2013,8672,255.28,159.42,2213788.16,1382490.24,831297.92
Central America and the Caribbean,Costa Rica,Fruits,Online,C,10/04/2014,390433347,10/18/2014,6758,9.33,6.92,63052.14,46765.36,16286.78
Europe,Finland,Household,Online,L,4/30/2016,612666594,5/22/2016,515,668.27,502.54,344159.05,258808.1,85350.95
Middle East and North Africa,Saudi Arabia,Beverages,Online,C,12/31/2014,758833253,1/27/2015,4477,47.45,31.79,212433.65,142323.83,70109.82
Europe,Latvia,Beverages,Online,M,10/28/2012,544607150,10/30/2012,213,47.45,31.79,10106.85,6771.27,3335.58
Sub-Saharan Africa,Sao Tome and Principe,Vegetables,Online,C,12/07/2012,205974614,01/11/2013,1320,154.06,90.93,203359.2,120027.6,83331.6
Asia,China,Snacks,Online,M,9/23/2015,949234473,11/08/2015,8430,152.58,97.44,1286249.4,821419.2,464830.2
Middle East and North Africa,Pakistan,Beverages,Offline,C,02/06/2015,900998055,03/02/2015,4202,47.45,31.79,199384.9,133581.58,65803.32
Middle East and North Africa,Algeria,Fruits,Online,M,5/15/2017,958189189,6/29/2017,8329,9.33,6.92,77709.57,57636.68,20072.89
Europe,Liechtenstein,Beverages,Offline,C,10/12/2014,738044202,11/29/2014,2535,47.45,31.79,120285.75,80587.65,39698.1
Australia and Oceania,New Zealand,Personal Care,Online,C,12/28/2011,828111922,01/05/2012,5575,81.73,56.67,455644.75,315935.25,139709.5
