Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Asia,Singapore,Personal Care,Online,H,8/17/2014,647790658,9/23/2014,4506,81.73,56.67,368275.38,255355.02,112920.36
Sub-Saharan Africa,Republic of the Congo,Beverages,Online,C,9/25/2012,389454448,10/05/2012,7080,47.45,31.79,335946,225073.2,110872.8
Europe,Monaco,Baby Food,Offline,H,09/07/2015,894407117,10/19/2015,3796,255.28,159.42,969042.88,605158.32,363884.56
Middle East and North Africa,Saudi Arabia,Vegetables,Online,H,12/26/2012,950197494,01/03/2013,3409,154.06,90.93,525190.54,309980.37,215210.17
Australia and Oceania,Vanuatu,Cereal,Online,M,5/18/2010,764686906,5/18/2010,6703,205.7,117.11,1378807.1,784988.33,593818.77
Australia and Oceania,Solomon Islands,Office Supplies,Online,C,11/11/2010,616049182,12/27/2010,1498,651.21,524.96,975512.58,786390.08,189122.5
Europe,Finland,Office Supplies,Online,M,12/07/2010,402770650,1/14/2011,7641,651.21,524.96,4975895.61,4011219.36,964676.25
Central America and the Caribbean,Nicaragua,Cosmetics,Offline,H,12/11/2011,993650138,12/16/2011,2012,437.2,263.33,879646.4,529819.96,349826.44
Europe,Andorra,Meat,Online,H,4/23/2016,177798974,06/06/2016,3522,421.89,364.69,1485896.58,1284438.18,201458.4
Asia,Sri Lanka,Vegetables,Online,M,2/24/2016,314640986,3/27/2016,8115,154.06,90.93,1250196.9,737896.95,512299.95
Sub-Saharan Africa,Rwanda,Office Supplies,Offline,M,3/21/2012,683912503,04/07/2012,3763,651.21,524.96,2450503.23,1975424.48,475078.75
Central America and the Caribbean,Dominican Republic,Meat,Offline,M,2/18/2010,635662353,3/23/2010,5471,421.89,364.69,2308160.19,1995218.99,312941.2
Europe,Georgia,Cereal,Online,H,7/24/2016,940251863,8/17/2016,275,205.7,117.11,56567.5,32205.25,24362.25
Europe,Switzerland,Snacks,Offline,M,9/27/2012,638354861,10/24/2012,2244,152.58,97.44,342389.52,218655.36,123734.16
Europe,Finland,Cereal,Online,M,04/06/2011,190957677,5/15/2011,7475,205.7,117.11,1537607.5,875397.25,662210.25
Europe,Vatican City,Office Supplies,Online,H,06/02/2014,129359138,7/19/2014,9098,651.21,524.96,5924708.58,4776086.08,1148622.5
Central America and the Caribbean,Jamaica,Beverages,Offline,M,06/05/2010,605170571,06/05/2010,2275,47.45,31.79,107948.75,72322.25,35626.5
Central America and the Caribbean,Cuba,Cereal,Online,C,1/27/2015,940315806,03/06/2015,9198,205.7,117.11,1892028.6,1077177.78,814850.82
Middle East and North Africa,Syria,Clothes,Online,H,12/01/2014,977031171,12/10/2014,4090,109.28,35.84,446955.2,146585.6,300369.6
Sub-Saharan Africa,Rwanda,Fruits,Online,M,07/07/2016,627865493,7/13/2016,8207,9.33,6.92,76571.31,56792.44,19778.87
Europe,Sweden,Office Supplies,Offline,H,05/04/2012,325680100,06/03/2012,4834,651.21,524.96,3147949.14,2537656.64,610292.5
Sub-Saharan Africa,Equatorial Guinea,Vegetables,Offline,L,11/12/2014,573648822,12/04/2014,4289,154.06,90.93,660763.34,389998.77,270764.57
Australia and Oceania,Nauru,Personal Care,Offline,C,11/28/2014,595257985,01/05/2015,8921,81.73,56.67,729113.33,505553.07,223560.26
Australia and Oceania,Marshall Islands,Cosmetics,Online,M,9/19/2015,584306418,10/07/2015,8109,437.2,263.33,3545254.8,2135342.97,1409911.83
Europe,Latvia,Household,Online,M,01/07/2014,354905450,1/27/2014,3264,668.27,502.54,2181233.28,1640290.56,540942.72
Europe,Ireland,Clothes,Online,H,5/28/2011,691478908,07/06/2011,2830,109.28,35.84,309262.4,101427.2,207835.2
Sub-Saharan Africa,South Sudan,Snacks,Offline,M,07/10/2010,198763120,08/09/2010,7279,152.58,97.44,1110629.82,709265.76,401364.06
Middle East and North Africa,Saudi Arabia,Meat,Online,L,4/23/2011,251806914,06/03/2011,4117,421.89,364.69,1736921.13,1501428.73,235492.4
